id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the short story The Purloined Letter?|Nathaniel Hawthorne|Edgar Allan Poe|Herman Melville|Washington Irving|Edgar Allan Poe|MJC-5_U3_T3.1|30
2|What character type created by Poe in this story laid the foundation for modern detective fiction?|The amateur sleuth|The hardboiled detective|The corrupt cop|The villainous mastermind|The amateur sleuth|MJC-5_U3_T3.1|30
3|What is the name of Poe's famous detective featured in The Purloined Letter?|Sherlock Holmes|Hercule Poirot|C. Auguste Dupin|Monsieur G-|C. Auguste Dupin|MJC-5_U3_T3.1|30
4|In what city is The Purloined Letter set?|London|Paris|New York|Vienna|Paris|MJC-5_U3_T3.1|30
5|Who is the Prefect of the Parisian police who visits Dupin for help?|Inspector Lestrade|Monsieur G-|Minister D-|Prefect Vidocq|Monsieur G-|MJC-5_U3_T3.1|30
6|Who stolen the compromising letter?|Monsieur G-|Minister D-|Dupin|The Narrator|Minister D-|MJC-5_U3_T3.1|30
7|From whom was the purloined letter stolen?|An unknown merchant|A royal lady|The Prefect of Police|Dupin's friend|A royal lady|MJC-5_U3_T3.1|30
8|How did Minister D- steal the letter?|By breaking into a safe at night|By picking a pocket|By replacing it with a similar insignificant letter|By threatening the victim with a weapon|By replacing it with a similar insignificant letter|MJC-5_U3_T3.1|30
9|Why is the stolen letter so dangerous to the victim?|It contains military secrets|It reveals financial bankruptcy|It gives Minister D- political power over her|It threatens to expose a treasonous conspiracy|It gives Minister D- political power over her|MJC-5_U3_T3.1|30
10|How long did the police search Minister D-'s apartment before consulting Dupin?|Three days|One week|Three weeks|Three months|Three months|MJC-5_U3_T3.1|30
11|Which advanced scientific tool did the police use to search the furniture in Minister D-'s house?|X-ray machines|Magnifying glasses and microscopes|Ultraviolet light|Chemical reagents|Magnifying glasses and microscopes|MJC-5_U3_T3.1|30
12|What was the police's primary error in searching for the letter?|They did not search thoroughly|They assumed the thief hidden it in a complex secret place|They searched the wrong apartment|They trusted Minister D-'s servants|They assumed the thief hidden it in a complex secret place|MJC-5_U3_T3.1|30
13|Where was the purloined letter actually hidden by Minister D-?|Inside a hollow chair leg|Behind a secret wall panel|In plain sight in a cheap card-rack|Underneath the carpet|In plain sight in a cheap card-rack|MJC-5_U3_T3.1|30
14|How had Minister D- altered the appearance of the letter to disguise it?|He burned the edges and erased the text|He folded it inside out, re-sealed, and re-addressed it|He painted over the original ink|He tore it into four pieces|He folded it inside out, re-sealed, and re-addressed it|MJC-5_U3_T3.1|30
15|What principle does Dupin use to solve the case where the police failed?|Pure luck|Identification of the reasoner's intellect with that of his opponent|Brute force investigation|Bribery of police informants|Identification of the reasoner's intellect with that of his opponent|MJC-5_U3_T3.1|30
