id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who is the author of the novel Beloved?|Alice Walker|Toni Morrison|Maya Angelou|Zora Neale Hurston|Toni Morrison|MJC-5_U2_T2.1|30
2|In which year was the novel Beloved first published?|1980|1987|1990|1995|1987|MJC-5_U2_T2.1|30
3|Toni Morrison won which prestigious prize for Beloved in 1988?|The Booker Prize|The Pulitzer Prize|The National Book Award|The Nobel Prize|The Pulitzer Prize|MJC-5_U2_T2.1|30
4|What is the address of the haunted house where Sethe and Denver live?|124 Bluestone Road|221B Baker Street|424 Sweet Home|100 Ohio Way|124 Bluestone Road|MJC-5_U2_T2.1|30
5|Which major historical event serves as the background for the novel?|The American Revolution|The American Civil War|World War I|The Great Depression|The American Civil War|MJC-5_U2_T2.1|30
6|What is the name of the plantation where Sethe was formerly enslaved?|Green Hill|Sweet Home|Tara|Big House|Sweet Home|MJC-5_U2_T2.1|30
7|Who is the protagonist of the novel?|Denver|Baby Suggs|Sethe|Beloved|Sethe|MJC-5_U2_T2.1|30
8|What is the name of Sethe's youngest daughter who lives with her at the start?|Beloved|Denver|Amy|Ruth|Denver|MJC-5_U2_T2.1|30
9|Who arrives at 124 at the beginning of the novel and drives out the ghost?|Stamp Paid|Halle|Paul D|Schoolteacher|Paul D|MJC-5_U2_T2.1|30
10|What does Sethe have on her back as a result of being whipped?|A tattoo|A scar shaped like a chokecherry tree|A brand mark|Nothing|A scar shaped like a chokecherry tree|MJC-5_U2_T2.1|30
11|Who is Beloved believed to be?|A distant cousin|A neighbor's child|The reincarnation of Sethe's murdered daughter|A runaway slave|The reincarnation of Sethe's murdered daughter|MJC-5_U2_T2.1|30
12|What did Sethe do to her eldest daughter to prevent her from being taken back into slavery?|She hid her in the woods|She sent her to the North|She killed her|She sold her|She killed her|MJC-5_U2_T2.1|30
13|Who is Baby Suggs to Sethe?|Her mother|Her sister|Her mother-in-law|Her daughter|Her mother-in-law|MJC-5_U2_T2.1|30
14|What was the occupation of the man who took over Sweet Home after Mr. Garner died?|A doctor|A lawyer|A schoolteacher|A soldier|A schoolteacher|MJC-5_U2_T2.1|30
15|Who helped Sethe deliver her daughter Denver while she was escaping?|Baby Suggs|Amy Denver|Paul D|Sixo|Amy Denver|MJC-5_U2_T2.1|30
16|What is the significance of the number 124 in the novel?|It is the number of slaves at Sweet Home|It is the house number and a character in itself|It represents the year 1824|It is the code for the Underground Railroad|It is the house number and a character in itself|MJC-5_U2_T2.1|30
17|Where does Baby Suggs preach to the black community of Cincinnati?|In a church|In the Clearing|In a basement|On the street|In the Clearing|MJC-5_U2_T2.1|30
18|What term does Toni Morrison use to describe the act of remembering past traumas?|Flashback|Rememory|Dejavu|Heritage|Rememory|MJC-5_U2_T2.1|30
19|What happened to Sethe's husband, Halle?|He was killed by Schoolteacher|He escaped to Canada|He went mad after witnessing Sethe's assault|He abandoned the family|He went mad after witnessing Sethe's assault|MJC-5_U2_T2.1|30
20|What physical trait characterizes Beloved when she first emerges from the water?|She is covered in mud|She has soft, new skin and no lines on her hands/feet|She is wearing a white dress|She is crying|She has soft, new skin and no lines on her hands/feet|MJC-5_U2_T2.1|30
21|What does Paul D carry his heart in, metaphorically?|A glass box|A tobacco tin|A locked room|A heavy bag|A tobacco tin|MJC-5_U2_T2.1|30
22|Which character is known for his "30-mile laugh"?|Paul D|Halle|Stamp Paid|Sixo|Sixo|MJC-5_U2_T2.1|30
23|Why did Howard and Buglar, Sethe's sons, leave 124?|To find their father|Because they were scared of the ghost|To join the army|To find work|Because they were scared of the ghost|MJC-5_U2_T2.1|30
24|What was the "bit" that Paul D was forced to wear in his mouth?|A piece of fruit|An iron torture device used on slaves|A musical instrument|A dental tool|An iron torture device used on slaves|MJC-5_U2_T2.1|30
25|Who is the character that provides information to Paul D about Sethe's past?|Baby Suggs|Denver|Stamp Paid|Lady Jones|Stamp Paid|MJC-5_U2_T2.1|30
26|The novel is dedicated to "Sixty Million and more". What does this refer to?|The population of America|The casualties of the Civil War|The victims of the Atlantic slave trade|The citizens of Ohio|The victims of the Atlantic slave trade|MJC-5_U2_T2.1|30
27|What is Beloved's favorite thing to eat?|Bread|Meat|Sweets and sugar|Vegetables|Sweets and sugar|MJC-5_U2_T2.1|30
28|What color does Baby Suggs crave in her final days of life?|Red|Blue|Pink and orange|Yellow|Pink and orange|MJC-5_U2_T2.1|30
29|What was the Fugitive Slave Act?|A law that freed all slaves|A law allowing owners to reclaim escaped slaves in free states|A law banning slavery in Ohio|A law granting voting rights to slaves|A law allowing owners to reclaim escaped slaves in free states|MJC-5_U2_T2.1|30
30|How does Denver change by the end of the novel?|She becomes like Beloved|She leaves the house and joins the community|She dies of grief|She moves back to Sweet Home|She leaves the house and joins the community|MJC-5_U2_T2.1|30
31|What is the name of the white family that employs Sethe and later Denver?|The Garners|The Bodwins|The Schoolteachers|The Shelbys|The Bodwins|MJC-5_U2_T2.1|30
32|What is the primary theme of the novel Beloved?|The beauty of nature|The psychological legacy of slavery|The history of the Civil War|The adventure of travel|The psychological legacy of slavery|MJC-5_U2_T2.1|30
33|Who helps Stamp Paid in his work for the Underground Railroad?|Halle|Ella|The Bodwins|Paul D|Ella|MJC-5_U2_T2.1|30
34|What does Beloved do to Paul D that makes him leave 124 for a while?|She tries to kill him|She seduces him|She steals his money|She tells him Sethe's secret|She seduces him|MJC-5_U2_T2.1|30
35|How many days of freedom did Sethe enjoy before Schoolteacher arrived at 124?|Seven days|Twenty-eight days|Three months|One year|Twenty-eight days|MJC-5_U2_T2.1|30
36|What is the name of the prison camp in Georgia that Paul D escaped from?|Alfred|Andersonville|Atlanta|Augusta|Alfred|MJC-5_U2_T2.1|30
37|Who is the "crawling-already?" baby?|Denver|Beloved|Sixo's son|Baby Suggs|Beloved|MJC-5_U2_T2.1|30
38|What happens to Beloved at the very end of the novel?|She marries Paul D|She is killed again|She disappears or is exorcised by the community|She stays with Sethe forever|She disappears or is exorcised by the community|MJC-5_U2_T2.1|30
39|What does Sethe try to do when Edward Bodwin arrives at the house at the end?|She hugs him|She tries to kill him with an ice pick, thinking he is Schoolteacher|She runs away|She asks him for money|She tries to kill him with an ice pick, thinking he is Schoolteacher|MJC-5_U2_T2.1|30
40|The phrase "It was not a story to pass on" appears at the end. What does it suggest?|The story is a lie|The trauma is too great to be shared easily|The book should be banned|No one liked the story|The trauma is too great to be shared easily|MJC-5_U2_T2.1|30
41|What did Schoolteacher's nephews do to Sethe that haunted her the most?|They stole her clothes|They stole her milk|They broke her arm|They killed her husband|They stole her milk|MJC-5_U2_T2.1|30
