id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who is the author of the poem Crow Testament?|Walt Whitman|Sherman Alexie|Robert Frost|Anne Bradstreet|Sherman Alexie|MJC-5_U4_T4.4|30
2|Which community's experiences and history form the main theme of Crow Testament?|African American|Native American|Asian American|Hispanic American|Native American|MJC-5_U4_T4.4|30
3|What symbol or character represents survival and indigenous identity in Crow Testament?|The Eagle|The Crow|The Bear|The Buffalo|The Crow|MJC-5_U4_T4.4|30
4|Crow Testament blends Native American themes with imagery from which religious text?|The Koran|The Torah|The Bible|The Vedas|The Bible|MJC-5_U4_T4.4|30
5|How many numbered sections or stanzas make up the poem Crow Testament?|Three|Five|Seven|Ten|Seven|MJC-5_U4_T4.4|30
6|In Section 1, what does Crow lose to the white man or government?|His feathers|His land|His voice|His nest|His feathers|MJC-5_U4_T4.4|30
7|In the opening stanza, what is Crow trying to collect from the dust?|Gold|Cain's jawbone|Pine cones|Silver coins|Cain's jawbone|MJC-5_U4_T4.4|30
8|Which biblical figure associated with the first murder is referenced in Section 1?|David|Cain|Noah|Solomon|Cain|MJC-5_U4_T4.4|30
9|What object does Crow find in the second section that symbolizes commercialization?|A casino chip|A coupon|A silver dollar|A bottle cap|A coupon|MJC-5_U4_T4.4|30
10|What is Crow's reaction to the loss of indigenous land and culture throughout the poem?|Resignation and survival|Victorious celebration|Complete submission|Total destruction|Resignation and survival|MJC-5_U4_T4.4|30
11|What biblical event is alluded to when Crow looks for a sign over flooded lands?|The Exodus|The Flood and Noah's Ark|The Creation|The Tower of Babel|The Flood and Noah's Ark|MJC-5_U4_T4.4|30
12|In Section 3, what bird is traditionally expected to bring back an olive branch?|The Raven|The Dove|The Crow|The Eagle|The Dove|MJC-5_U4_T4.4|30
13|Instead of an olive branch, what does Crow return with in Section 3?|A fish|A snake|A twig of pine|A piece of trash|A twig of pine|MJC-5_U4_T4.4|30
14|What biblical figure is inverted or reinterpreted through Crow's actions?|Moses|Jesus Christ|Noah|Abraham|Noah|MJC-5_U4_T4.4|30
15|What is the tone of Sherman Alexie's Crow Testament?|Darkly humorous, satirical, and tragic|Purely romantic|Joyful and peaceful|Formal and academic|Darkly humorous, satirical, and tragic|MJC-5_U4_T4.4|30
16|What modern location associated with Native reservations is mentioned or implied?|A casino or reservation store|A skyscraper|A factory|A subway station|A casino or reservation store|MJC-5_U4_T4.4|30
17|In Section 4, what weapon or threat is turned against Crow?|A bow and arrow|A gun/rifle|A trap|A spear|A gun/rifle|MJC-5_U4_T4.4|30
18|What does Crow do when he is shot at in the poem?|He dies instantly|He flies away higher|He turns into a shadow|He prays|He turns into a shadow|MJC-5_U4_T4.4|30
19|What aspect of Native American history is reflected in Crow's repeated losses?|The history of reservations, displacement, and treaties|The American Revolution|Industrial growth|Space exploration|The history of reservations, displacement, and treaties|MJC-5_U4_T4.4|30
20|What does the word Testament in the title directly reference?|A legal will|The Old and New Testaments of the Bible|A historical treaty|A military contract|The Old and New Testaments of the Bible|MJC-5_U4_T4.4|30
