id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the poem O Captain! My Captain!?|Walt Whitman|Robert Frost|Emily Dickinson|Edgar Allan Poe|Walt Whitman|MJC-5_U4_T4.2|30
2|On whose tragic death was the poem O Captain! My Captain! written?|George Washington|Abraham Lincoln|John F. Kennedy|Thomas Jefferson|Abraham Lincoln|MJC-5_U4_T4.2|30
3|In what year was O Captain! My Captain! first published?|1861|1865|1870|1885|1865|MJC-5_U4_T4.2|30
4|Which poetic genre best describes O Captain! My Captain!?|Sonnet|Elegy|Ballad|Epic|Elegy|MJC-5_U4_T4.2|30
5|What does the ship symbolize in the poem?|The United States of America|A trading vessel|The British Empire|The Confederate Army|The United States of America|MJC-5_U4_T4.2|30
6|Who does the Captain symbolize in the poem?|General Grant|Abraham Lincoln|Walt Whitman|The American People|Abraham Lincoln|MJC-5_U4_T4.2|30
7|What does the fearful trip symbolize in the poem?|The Voyage to Europe|The American Civil War|The Gold Rush|The Revolutionary War|The American Civil War|MJC-5_U4_T4.2|30
8|What is the prize won at the end of the fearful trip?|Gold treasure|The preservation of the Union|New territory|Political power|The preservation of the Union|MJC-5_U4_T4.2|30
9|How many stanzas are there in O Captain! My Captain!?|Two|Three|Four|Five|Three|MJC-5_U4_T4.2|30
10|What color is repeatedly associated with the fallen Captain on the deck?|Red|White|Blue|Black|Red|MJC-5_U4_T4.2|30
11|Where is the Captain lying in the poem?|In his cabin|On the deck|In the sea|On the shore|On the deck|MJC-5_U4_T4.2|30
12|What physical state is the Captain in when the speaker finds him?|Sleeping peacefully|Fallen cold and dead|Severely wounded|Celebrating victory|Fallen cold and dead|MJC-5_U4_T4.2|30
13|What sounds are heard on the shore as the ship approaches?|Thunder and rain|Bells tolling and crowds shouting|Guns firing|Silence and weeping|Bells tolling and crowds shouting|MJC-5_U4_T4.2|30
14|What objects are brought by the crowd on the shore to honor the Captain?|Swords and shields|Bouquets and ribbon'd wreaths|Flags and torches|Gold and jewels|Bouquets and ribbon'd wreaths|MJC-5_U4_T4.2|30
15|In which famous collection of poetry by Walt Whitman was this poem included?|Leaves of Grass|Drum-Taps|Song of Myself|Passage to India|Leaves of Grass|MJC-5_U4_T4.2|30
16|What emotional contrast is depicted between the crowd and the speaker?|The crowd is angry while the speaker is happy|The crowd is celebrating while the speaker mourns in grief|Both are weeping|Both are celebrating|The crowd is celebrating while the speaker mourns in grief|MJC-5_U4_T4.2|30
17|How does the speaker refer to the Captain to express personal affection and reverence?|My Lord|Dear father|Noble Leader|Brave Soldier|Dear father|MJC-5_U4_T4.2|30
18|What line is repeated at the end of each stanza's first part?|O Captain! my Captain!|Fallen cold and dead|The ship is anchor'd safe|Exult O shores|Fallen cold and dead|MJC-5_U4_T4.2|30
19|What is the condition of the ship when it reaches the port?|Sunk|Anchor'd safe and sound|Severely damaged|Burning|Anchor'd safe and sound|MJC-5_U4_T4.2|30
20|What physical sign shows that the Captain is truly dead in the second stanza?|His arms are bound|His lips are pale and still|His eyes are open|His heart is beating fast|His lips are pale and still|MJC-5_U4_T4.2|30
21|Does the Captain feel the speaker's arm beneath his head?|Yes|No|Only faintly|He nods|No|MJC-5_U4_T4.2|30
22|What refrain expresses the speaker's disbelief and shock in Stanza 1?|O heart! heart! heart!|No more! no more!|Rise up! rise up!|Where are you!|O heart! heart! heart!|MJC-5_U4_T4.2|30
23|What does the port symbolize in the poem?|The end of the Civil War and peace|The start of a journey|A foreign country|Death|The end of the Civil War and peace|MJC-5_U4_T4.2|30
24|Why does the speaker urge the Captain to rise up in Stanza 2?|To steer the ship|To hear the bells and see the flag flung for him|To fight the enemy|To address the crew|To hear the bells and see the flag flung for him|MJC-5_U4_T4.2|30
25|How does the speaker walk on the deck while others celebrate?|Running with joy|With mournful tread|Dancing|Marching in uniform|With mournful tread|MJC-5_U4_T4.2|30
26|Which historic conflict had just ended when Lincoln was assassinated?|The War of 1812|The American Civil War|World War I|The Mexican-American War|The American Civil War|MJC-5_U4_T4.2|30
27|How many total poems did Walt Whitman write specifically about Abraham Lincoln's death?|One|Two|Three|Four|Four|MJC-5_U4_T4.2|30
28|Which other famous poem did Whitman write on the death of Abraham Lincoln?|When Lilacs Last in the Dooryard Bloom'd|Song of Myself|O Pioneer!|Beat! Beat! Drums!|When Lilacs Last in the Dooryard Bloom'd|MJC-5_U4_T4.2|30
29|What was unique about O Captain! My Captain! compared to Whitman's usual poetic style?|It was written in prose|It used conventional rhyme and meter|It had no rhythm|It was written in sonnet form|It used conventional rhyme and meter|MJC-5_U4_T4.2|30
30|What primary tone shift occurs across the stanzas of the poem?|From anger to peace|From victorious excitement to profound personal grief|From despair to joy|From indifference to tragedy|From victorious excitement to profound personal grief|MJC-5_U4_T4.2|30
31|What meter is prominently featured in the rhyming couplets of the poem?|Iambic pentameter|Iambic and trochaic meter variations|Anapestic tetrameter|Dactylic hexameter|Iambic and trochaic meter variations|MJC-5_U4_T4.2|30
32|What figure of speech is used in calling the ship weathered?|Personification|Metaphor|Simile|Hyperbole|Metaphor|MJC-5_U4_T4.2|30
33|What literary technique is used in O heart! heart! heart!?|Apostrophe and repetition|Alliteration|Oxymoron|Onomatopoeia|Apostrophe and repetition|MJC-5_U4_T4.2|30
34|What is the crowd's reaction on the shore in the first stanza?|Silent in grief|Exulting and ringing bells|Angry and protesting|Indifferent|Exulting and ringing bells|MJC-5_U4_T4.2|30
35|What does the phrase bleeding drops of red refer to?|The blood from the Captain's fatal wounds|Red paint on the deck|The sunset reflections|Red flowers|The blood from the Captain's fatal wounds|MJC-5_U4_T4.2|30
36|What line shows the speaker's realization that the Captain has no pulse?|My Captain does not answer, his lips are pale and still|Rise up for you the flag is flung|The ship is anchor'd safe|Exult O shores|My Captain does not answer, his lips are pale and still|MJC-5_U4_T4.2|30
37|In the line Exult O shores, and ring O bells!, what device is used?|Apostrophe|Alliteration|Simile|Paradox|Apostrophe|MJC-5_U4_T4.2|30
38|Why did O Captain! My Captain! become Whitman's most popular poem during his lifetime?|It was short and easy to understand with traditional rhyme|It was published in a famous newspaper for free|It was commissioned by the government|It was made into a song immediately|It was short and easy to understand with traditional rhyme|MJC-5_U4_T4.2|30
39|How did Walt Whitman feel about the immense popularity of this single poem later in life?|He was extremely proud|He was annoyed that it overshadowed his other works|He forgot he wrote it|He disowned the poem|He was annoyed that it overshadowed his other works|MJC-5_U4_T4.2|30
40|What position did Walt Whitman hold during the American Civil War that deepened his connection to Lincoln?|Union General|Volunteer nurse in military hospitals|War correspondent|Government minister|Volunteer nurse in military hospitals|MJC-5_U4_T4.2|30
41|Which word in the poem signifies that the journey was extremely dangerous and challenging?|Fearful|Short|Pleasant|Smooth|Fearful|MJC-5_U4_T4.2|30
42|What does the line For you bouquets and ribbon'd wreaths—for you the shores a-crowding represent?|A funeral procession|A celebration of victory and honor for the leader|A protest|A wedding ceremony|A celebration of victory and honor for the leader|MJC-5_U4_T4.2|30
43|What is the rhyme scheme of the first four lines in Stanza 1?|AABB|AABC|ABAB|ABCD|AABB|MJC-5_U4_T4.2|30
44|What does the phrase voyage closed and done emphasize?|The completion of the war and the mission|The start of a new war|The failure of the mission|The destruction of the ship|The completion of the war and the mission|MJC-5_U4_T4.2|30
45|What physical feature of the Captain shows he has no life left in Stanza 3?|He has no pulse nor will|He is smiling|His eyes are open|His hands are warm|He has no pulse nor will|MJC-5_U4_T4.2|30
46|Which emotion dominates the final lines of the poem?|Bitterness|Sorrowful acceptance and grief|Pure joy|Optimism|Sorrowful acceptance and grief|MJC-5_U4_T4.2|30
47|What contrast is presented in the line Exult O shores, and ring O bells! / But I with mournful tread?|Public celebration versus private grief|Life versus nature|War versus peace|Old age versus youth|Public celebration versus private grief|MJC-5_U4_T4.2|30
48|What is the setting of the poem's narrative?|A ship arriving at a port after a long voyage|A ship sailing in open sea|A military battlefield|A political assembly|A ship arriving at a port after a long voyage|MJC-5_U4_T4.2|30
49|How is Lincoln portrayed through the metaphor of the Captain?|As a tyrant|As a brave, heroic leader who sacrificed himself for the nation|As an inexperienced commander|As a distant politician|As a brave, heroic leader who sacrificed himself for the nation|MJC-5_U4_T4.2|30
50|What ultimate message does O Captain! My Captain! convey about victory?|Victory comes without any cost|Great national victory can come at a devastating personal loss|Victory is unimportant|War is always joyful|Great national victory can come at a devastating personal loss|MJC-5_U4_T4.2|30
