id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the short story The Last Leaf?|Edgar Allan Poe|O. Henry|William Faulkner|F. Scott Fitzgerald|O. Henry|MJC-5_U3_T3.2|30
2|What was O. Henry's real name?|Samuel Langhorne Clemens|William Sydney Porter|Oliver Henry|William Porter|William Sydney Porter|MJC-5_U3_T3.2|30
3|In which area of New York City is the story set?|Brooklyn|Greenwich Village|Manhattan|Harlem|Greenwich Village|MJC-5_U3_T3.2|30
4|What are the names of the two young female artists living together in the story?|Johnsy and Sue|Laura and Amanda|Sethe and Denver|Amy and Meg|Johnsy and Sue|MJC-5_U3_T3.2|30
5|What disease strikes the artist colony in Greenwich Village in November?|Tuberculosis|Pneumonia|Typhoid|Cholera|Pneumonia|MJC-5_U3_T3.2|30
6|Which character falls dangerously ill with pneumonia?|Sue|Johnsy|Old Behrman|The Doctor|Johnsy|MJC-5_U3_T3.2|30
7|What does the doctor say is Johnsy's main chance of survival?|A new medicine|Her desire to live|Moving to a warmer place|Surgery|Her desire to live|MJC-5_U3_T3.2|30
8|What percentage chance of living does the doctor initially give Johnsy?|One in five|One in ten|One in fifty|One in a hundred|One in ten|MJC-5_U3_T3.2|30
9|What object outside her window is Johnsy counting as it loses leaves?|An oak tree|An ivy vine|A rose bush|A maple tree|An ivy vine|MJC-5_U3_T3.2|30
10|What does Johnsy believe will happen when the last leaf falls?|She will get cured|She will die|Sue will leave her|The doctor will return|She will die|MJC-5_U3_T3.2|30
11|What art project is Sue working on to earn money for food and medicine?|A portrait of Behrman for a magazine illustration|A landscape painting|A glass sculpture|A mural for a cafe|A portrait of Behrman for a magazine illustration|MJC-5_U3_T3.2|30
12|What specific Italian bay does Johnsy dream of painting someday?|Bay of Naples|Bay of Venice|Bay of Florence|Bay of Genoa|Bay of Naples|MJC-5_U3_T3.2|30
13|Who is Old Behrman in the story?|A wealthy art collector|A sixty-year-old painter living on the ground floor|A retired doctor|A landlord|A sixty-year-old painter living on the ground floor|MJC-5_U3_T3.2|30
14|What was Old Behrman's long-cherished dream in art that he never completed?|To paint a masterpiece|To open an art academy|To paint the Pope|To win a gold medal in Paris|To paint a masterpiece|MJC-5_U3_T3.2|30
15|How does Old Behrman earn his living?|By selling small paintings|By posing as a model for young artists|By teaching art classes|By writing stories|By posing as a model for young artists|MJC-5_U3_T3.2|30
16|What is Old Behrman's attitude towards Sue and Johnsy?|He ignores them|He is fierce and protective like a guard dog|He dislikes them|He is jealous of them|He is fierce and protective like a guard dog|MJC-5_U3_T3.2|30
17|How does Behrman react when Sue tells him about Johnsy's delusion regarding the ivy leaves?|He laughs and calls it foolishness|He gets angry at Sue|He ignores it completely|He cries immediately|He laughs and calls it foolishness|MJC-5_U3_T3.2|30
18|What kind of weather conditions occur on the night the last leaf was supposed to fall?|A mild spring rain|A fierce storm with cold rain and howling wind|A heavy snowfall|A thick fog|A fierce storm with cold rain and howling wind|MJC-5_U3_T3.2|30
19|What does Johnsy demand Sue do the morning after the storm?|Call the doctor|Raise the window shade|Bring her dinner|Get Old Behrman|Raise the window shade|MJC-5_U3_T3.2|30
20|What does Johnsy see on the ivy vine after the violent night storm?|All leaves have fallen|One ivy leaf still hanging|Two leaves left|The vine has broken|One ivy leaf still hanging|MJC-5_U3_T3.2|30
21|How does the sight of the single remaining leaf affect Johnsy's mindset?|She realizes it is a sin to want to die|She loses all hope|She becomes angry|She falls asleep forever|She realizes it is a sin to want to die|MJC-5_U3_T3.2|30
22|What food or drink does Johnsy ask for after deciding she wants to live?|Chicken broth and milk with port wine|Coffee and bread|Tea and biscuits|Hot soup and apples|Chicken broth and milk with port wine|MJC-5_U3_T3.2|30
23|What item does Johnsy ask Sue to hand her so she can look at herself while sitting up?|A mirror|A brush|A hand towel|A comb|A mirror|MJC-5_U3_T3.2|30
24|When the doctor visits Johnsy on the second afternoon, what is his prognosis?|Her chances are 50-50|She is out of danger and will recover with good care|She has only hours to live|She needs to go to a hospital|She is out of danger and will recover with good care|MJC-5_U3_T3.2|30
25|Who else in the building contracts pneumonia shortly after Johnsy?|The landlord|Sue|Old Behrman|The janitor|Old Behrman|MJC-5_U3_T3.2|30
26|How many days was Old Behrman ill before he died?|One day|Two days|Five days|One week|Two days|MJC-5_U3_T3.2|30
27|Who found Old Behrman helpless in his room on the morning of his illness?|The janitor|Sue|Johnsy|The doctor|The janitor|MJC-5_U3_T3.2|30
28|What items were found in Behrman's room that revealed what he had done?|A lantern, a ladder, scattered brushes, and a palette with green and yellow paint|A written confession|An unfinished canvas of a mountain|A box of old letters|A lantern, a ladder, scattered brushes, and a palette with green and yellow paint|MJC-5_U3_T3.2|30
29|What was Old Behrman's actual masterpiece?|The painted ivy leaf on the wall|A portrait of Sue|A painting of Greenwich Village|The portrait of an old miner|The painted ivy leaf on the wall|MJC-5_U3_T3.2|30
30|Why did the painted leaf never flutter or move in the wind?|It was tied to the vine|It was painted directly on the brick wall|It was made of plastic|It was painted on glass|It was painted directly on the brick wall|MJC-5_U3_T3.2|30
31|What primary literary technique is O. Henry famous for, as demonstrated in this story?|Stream of consciousness|Surrealism|Twist ending or irony|Epistolary narrative|Twist ending or irony|MJC-5_U3_T3.2|30
32|What key theme is highlighted by Behrman's action in The Last Leaf?|Greed and ambition|Selfless sacrifice and hope|Wealth and status|Jealousy and revenge|Selfless sacrifice and hope|MJC-5_U3_T3.2|30
33|Where did Sue and Johnsy first meet before moving to Greenwich Village together?|At a studio in Paris|At the table d'hôte of an Eighth Street Delmonico's|At an art school in Boston|On a train to New York|At the table d'hôte of an Eighth Street Delmonico's|MJC-5_U3_T3.2|30
34|From which American states did Sue and Johnsy originally come?|Sue from Maine, Johnsy from California|Sue from New York, Johnsy from Texas|Sue from California, Johnsy from Maine|Sue from Florida, Johnsy from Ohio|Sue from Maine, Johnsy from California|MJC-5_U3_T3.2|30
35|What is Johnsy's full first name?|Johanna|Joanne|Janet|Josephine|Johanna|MJC-5_U3_T3.2|30
36|How does O. Henry personify pneumonia in the story?|As an invisible, cold assassin named Mr. Pneumonia|As a dark shadow|As a terrifying monster|As a cruel old woman|As an invisible, cold assassin named Mr. Pneumonia|MJC-5_U3_T3.2|30
37|What character is Behrman posing as for Sue's drawing?|An old Idaho miner|A sea captain|A medieval knight|A beggar|An old Idaho miner|MJC-5_U3_T3.2|30
38|What type of accent/dialect does Old Behrman speak in the story?|German-American accent|British accent|Irish accent|Southern accent|German-American accent|MJC-5_U3_T3.2|30
39|What color was Behrman's beard described as?|Pure white|Curly grey, like a Moses beard|Jet black|Reddish brown|Curly grey, like a Moses beard|MJC-5_U3_T3.2|30
40|Where on the wall was the ivy leaf painted?|Near the top roof|Where the last real leaf had fallen from the vine|On the window glass|Beside the front door|Where the last real leaf had fallen from the vine|MJC-5_U3_T3.2|30
41|What was wet and icy cold when the janitor found Behrman on his first morning of sickness?|His shoes and clothes|His painting canvas|His bedsheets|His coat pocket|His shoes and clothes|MJC-5_U3_T3.2|30
42|Why did Behrman go out in the freezing rain and wind at night?|To fix the window|To paint the leaf on the wall and save Johnsy's life|To buy medicine|To look for Sue|To paint the leaf on the wall and save Johnsy's life|MJC-5_U3_T3.2|30
43|What is the mood at the beginning of the story in the artists' colony?|Joyful and festive|Dark, cold, and threatened by illness|Peaceful and sunny|Mysterious and supernatural|Dark, cold, and threatened by illness|MJC-5_U3_T3.2|30
44|What tone does Sue adopt when talking to Johnsy about her illness?|Pessimistic and sad|Encouraging, optimistic, and supportive|Angry and frustrated|Indifferent and cold|Encouraging, optimistic, and supportive|MJC-5_U3_T3.2|30
45|What is ironic about Old Behrman's death?|He died while trying to harm someone|He died creating his true masterpiece which saved a life|He died because he was careless|He died before becoming famous|He died creating his true masterpiece which saved a life|MJC-5_U3_T3.2|30
46|What colors were mixed on Behrman's palette to paint the leaf?|Red and yellow|Green and yellow|Blue and green|Black and white|Green and yellow|MJC-5_U3_T3.2|30
47|What kind of streets characterized Greenwich Village in the story?|Wide avenues|Narrow, winding streets called places|Straight grid lines|Dirt paths|Narrow, winding streets called places|MJC-5_U3_T3.2|30
48|What does the ivy vine symbolize initially to Johnsy?|Growth and new life|Her own declining vitality and approaching death|Her love for art|Her friendship with Sue|Her own declining vitality and approaching death|MJC-5_U3_T3.2|30
49|How does the last leaf transform from a symbol of death into a symbol of hope?|Because it survived the fierce storm against all odds|Because it turned gold|Because Sue replaced it|Because the doctor fixed it|Because it survived the fierce storm against all odds|MJC-5_U3_T3.2|30
50|What ultimate lesson does The Last Leaf convey about art?|Art is only valuable if sold for money|True art possesses the power to inspire, heal, and give life|Art should only depict nature|Artists are always misunderstood|True art possesses the power to inspire, heal, and give life|MJC-5_U3_T3.2|30
