id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Which branch of linguistics focuses on the physical production, transmission, and perception of speech sounds?|Phonetics|Phonology|Morphology|Syntax|Phonetics|MJC-6_U2_T2.1|30
2|What term refers to the abstract, mental sound system and rules of a specific language?|Phonetics|Phonology|Semantics|Pragmatics|Phonology|MJC-6_U2_T2.1|30
3|The entire passage through which air flows to produce speech sounds is known as the|Nasal cavity|Vocal tract|Alveolar ridge|Hard palate|Vocal tract|MJC-6_U2_T2.1|30
4|Which organ located in the larynx contains the vocal cords?|Pharynx|Voice box / Larynx|Trachea|Esophagus|Voice box / Larynx|MJC-6_U2_T2.1|30
5|The opening between the vocal cords inside the larynx is called the|Glottis|Epiglottis|Uvula|Velum|Glottis|MJC-6_U2_T2.1|30
6|When the vocal cords vibrate rapidly during the passage of air, the resulting sound is|Voiceless|Voiced|Nasal|Aspirated|Voiced|MJC-6_U2_T2.1|30
7|When the vocal cords are drawn apart and do not vibrate, the sound produced is|Voiced|Voiceless|Fricative|Plosive|Voiceless|MJC-6_U2_T2.1|30
8|Which speech organ is the most flexible and active articulator in the oral cavity?|Lower lip|Tongue|Hard palate|Velum|Tongue|MJC-6_U2_T2.1|30
9|The soft palate is also known by which anatomical term?|Alveolar ridge|Velum|Uvula|Pharynx|Velum|MJC-6_U2_T2.1|30
10|What is the small flexible flap at the back of the soft palate called?|Epiglottis|Uvula|Alveolar ridge|Larynx|Uvula|MJC-6_U2_T2.1|30
11|When the velum is lowered, air escapes through which cavity to produce nasal sounds?|Oral cavity|Nasal cavity|Pharyngeal cavity|Laryngeal cavity|Nasal cavity|MJC-6_U2_T2.1|30
12|When the velum is raised, blocking the entrance to the nasal cavity, speech sounds produced are|Nasal|Oral|Glottal|Dental|Oral|MJC-6_U2_T2.1|30
13|The tooth ridge situated directly behind the upper front teeth is known as the|Hard palate|Alveolar ridge|Soft palate|Uvula|Alveolar ridge|MJC-6_U2_T2.1|30
14|Which part of the palate is bony, immovable, and located right behind the alveolar ridge?|Soft palate|Hard palate|Velum|Pharynx|Hard palate|MJC-6_U2_T2.1|30
15|The structure that covers the windpipe during swallowing to prevent food from entering the larynx is the|Epiglottis|Glottis|Uvula|Tongue tip|Epiglottis|MJC-6_U2_T2.1|30
16|Which articulators move toward another part of the vocal tract during speech production?|Passive articulators|Active articulators|Fixed articulators|Static articulators|Active articulators|MJC-6_U2_T2.1|30
17|Articulators that remain fixed and stationary during sound production are called|Active articulators|Passive articulators|Dynamic articulators|Flexible articulators|Passive articulators|MJC-6_U2_T2.1|30
18|Which of the following is an active articulator?|Upper teeth|Alveolar ridge|Lower lip|Hard palate|Lower lip|MJC-6_U2_T2.1|30
19|Which of the following acts as a passive articulator?|Tongue blade|Lower jaw|Upper teeth|Lower lip|Upper teeth|MJC-6_U2_T2.1|30
20|What is the smallest contrastive unit of sound in a language that can distinguish meaning between words?|Morph|Phoneme|Allophone|Syllable|Phoneme|MJC-6_U2_T2.1|30
21|Physical, non-contrastive phonetic variations of a single phoneme are called|Morphemes|Allophones|Allomorphs|Graphemes|Allophones|MJC-6_U2_T2.1|30
22|A pair of words that differ in meaning by only a single sound in the same position is a|Minimal pair|Diphthong|Compound pair|Homophone|Minimal pair|MJC-6_U2_T2.1|30
23|The words "pin" and "bin" form a minimal pair because they contrast by which phonemes?|/p/ and /b/|/i/ and /n/|/p/ and /n/|/b/ and /n/|/p/ and /b/|MJC-6_U2_T2.1|30
24|Who first introduced the concept and term "phoneme" in linguistics?|Kruszewski|Ferdinand de Saussure|Noam Chomsky|Leonard Bloomfield|Kruszewski|MJC-6_U2_T2.1|30
25|When two allophones of the same phoneme occur in mutually exclusive phonetic environments, they are in|Complementary distribution|Free variation|Minimal distribution|Contrastive distribution|Complementary distribution|MJC-6_U2_T2.1|30
26|When two variants of a sound can replace each other in the same position without changing the word's meaning, they are in|Complementary distribution|Free variation|Minimal contrast|Distinctive distribution|Free variation|MJC-6_U2_T2.1|30
27|The puff of air that accompanies the release of voiceless plosives like /p/ at the beginning of words is called|Nasalization|Aspiration|Glottalization|Frication|Aspiration|MJC-6_U2_T2.1|30
28|The clear [l] in "leaf" and the dark [ɫ] in "feel" are examples of|Distinct phonemes|Allophones of the phoneme /l/|Minimal pairs|Free morphemes|Allophones of the phoneme /l/|MJC-6_U2_T2.1|30
29|Brackets [...] are traditionally used in transcription to enclose|Phonemic units|Phonetic / Allophonic realizations|Morphemes|Orthographic letters|Phonetic / Allophonic realizations|MJC-6_U2_T2.1|30
30|Slashes /.../ are used in broad transcription to enclose|Phonetic details|Phonemes|Allophones|Graphemes|Phonemes|MJC-6_U2_T2.1|30
31|What airstream mechanism is used in the production of almost all English speech sounds?|Ingressive pulmonic|Egressive pulmonic|Glottalic ingressive|Velaric egressive|Egressive pulmonic|MJC-6_U2_T2.1|30
32|In an egressive pulmonic airstream mechanism, where does the air originate?|Mouth|Larynx|Lungs|Pharynx|Lungs|MJC-6_U2_T2.1|30
33|Which division of the tongue lies directly under the alveolar ridge when at rest?|Tip|Blade|Front|Back|Blade|MJC-6_U2_T2.1|30
34|Which division of the tongue lies opposite the hard palate when the mouth is closed?|Tip|Blade|Front|Back|Front|MJC-6_U2_T2.1|30
35|Which division of the tongue lies opposite the soft palate (velum)?|Blade|Front|Back|Root|Back|MJC-6_U2_T2.1|30
36|Sounds produced by bringing both lips together, such as /p/, /b/, and /m/, are called|Labiodental|Bilabial|Dental|Alveolar|Bilabial|MJC-6_U2_T2.1|30
37|Sounds produced using the lower lip and upper teeth, such as /f/ and /v/, are called|Bilabial|Labiodental|Interdental|Velar|Labiodental|MJC-6_U2_T2.1|30
38|Sounds produced by pressing the tip or blade of the tongue against the upper front teeth are|Alveolar|Dental|Palatal|Glottal|Dental|MJC-6_U2_T2.1|30
39|Sounds produced with the tongue tip or blade against the alveolar ridge, like /t/, /d/, /n/, are|Dental|Alveolar|Palatal|Velar|Alveolar|MJC-6_U2_T2.1|30
40|Sounds produced by raising the back of the tongue to the soft palate, like /k/ and /g/, are|Palatal|Velar|Uvular|Glottal|Velar|MJC-6_U2_T2.1|30
41|A sound produced in the glottis without using oral articulators, such as /h/, is a|Velar sound|Glottal sound|Pharyngeal sound|Uvular sound|Glottal sound|MJC-6_U2_T2.1|30
42|Which part of the vocal tract acts as a resonator located above the larynx and behind the mouth?|Trachea|Pharynx|Uvula|Nasal septum|Pharynx|MJC-6_U2_T2.1|30
43|The physical study of how speech sounds are produced by human vocal organs is called|Acoustic phonetics|Articulatory phonetics|Auditory phonetics|Perceptual phonetics|Articulatory phonetics|MJC-6_U2_T2.1|30
44|The branch of phonetics studying the physical wave properties of sound in the air is|Articulatory phonetics|Acoustic phonetics|Auditory phonetics|Neurolinguistics|Acoustic phonetics|MJC-6_U2_T2.1|30
45|The study of how speech sounds are perceived and processed by the ear and brain is|Auditory phonetics|Articulatory phonetics|Acoustic phonetics|Phonology|Auditory phonetics|MJC-6_U2_T2.1|30
46|Which phonetic feature distinguishes /b/ from /p/?|Place of articulation|Voicing|Manner of articulation|Nasal cavity path|Voicing|MJC-6_U2_T2.1|30
47|Are phonemes in a language unlimited or limited in number?|Unlimited|Limited / Finite set|Varies every day|Infinite|Limited / Finite set|MJC-6_U2_T2.1|30
48|Broad transcription focuses on capturing|Every minor allophonic detail|Only contrastive phonemes|Spelling irregularities|Voice pitch variations|Only contrastive phonemes|MJC-6_U2_T2.1|30
49|Narrow transcription uses diacritics to represent|Only the basic alphabet|Fine allophonic phonetic details|Word stress only|Grammatical categories|Fine allophonic phonetic details|MJC-6_U2_T2.1|30
50|International organization that standardized the phonetic symbols representing speech sounds worldwide is|IPA (International Phonetic Association)|MLA|APA|UNESCO|IPA (International Phonetic Association)|MJC-6_U2_T2.1|30
