id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Which type of morpheme can stand alone as an independent word with its own meaning?|Bound Morpheme|Free Morpheme|Inflectional Morpheme|Zero Morpheme|Free Morpheme|MJC-6_U3_T3.2|30
2|Which type of morpheme cannot stand alone as an independent word and must be attached to another element?|Free Morpheme|Bound Morpheme|Lexical Morpheme|Open-class Morpheme|Bound Morpheme|MJC-6_U3_T3.2|30
3|In the word boys, which element represents a free morpheme?|boy|-s|boys|neither|boy|MJC-6_U3_T3.2|30
4|In the word boys, which element is a bound morpheme?|boy|-s|boy and -s|none|-s|MJC-6_U3_T3.2|30
5|Free morphemes are broadly divided into which two main categories?|Prefixes and Suffixes|Lexical and Functional Morphemes|Inflectional and Derivational Morphemes|Roots and Stems|Lexical and Functional Morphemes|MJC-6_U3_T3.2|30
6|Bound morphemes are broadly categorized into which two functional groups?|Lexical and Functional|Derivational and Inflectional|Free and Closed|Base and Stem|Derivational and Inflectional|MJC-6_U3_T3.2|30
7|Lexical morphemes are also referred to as|Closed-class morphemes|Open-class morphemes|Grammatical morphemes|Inflectional affixes|Open-class morphemes|MJC-6_U3_T3.2|30
8|Why are lexical morphemes called open-class morphemes?|Because they cannot accept affixes|Because new words in these categories can easily be added to the language|Because they only contain prepositions|Because they are fixed in number|Because new words in these categories can easily be added to the language|MJC-6_U3_T3.2|30
9|Which of the following word classes consists of lexical (free) morphemes?|Prepositions, Conjunctions, Articles|Nouns, Verbs, Adjectives, Adverbs|Pronouns, Auxiliaries, Determiners|Prefixes, Suffixes, Infixes|Nouns, Verbs, Adjectives, Adverbs|MJC-6_U3_T3.2|30
10|Functional morphemes are also known as|Open-class morphemes|Closed-class morphemes|Derivational morphemes|Content morphemes|Closed-class morphemes|MJC-6_U3_T3.2|30
11|Why are functional morphemes described as a closed class?|New functional words are rarely or never added to the language|They are open to daily coinages|They carry full descriptive meaning|They only exist in ancient languages|New functional words are rarely or never added to the language|MJC-6_U3_T3.2|30
12|Which of the following is an example of a functional (free) morpheme?|cat|happy|and|quick|and|MJC-6_U3_T3.2|30
13|What is the primary function of derivational morphemes?|To show grammatical tense or number|To form new words or change the grammatical category of a word|To join sentences together|To replace nouns|To form new words or change the grammatical category of a word|MJC-6_U3_T3.2|30
14|When the derivational suffix -ness is added to the adjective happy to form happiness, what category change occurs?|Verb to Noun|Adjective to Noun|Noun to Adjective|Adjective to Adverb|Adjective to Noun|MJC-6_U3_T3.2|30
15|What is the main function of inflectional morphemes?|To create completely new words|To indicate grammatical aspects like tense, number, case, or comparison|To change word meanings to their opposite|To convert nouns into verbs|To indicate grammatical aspects like tense, number, case, or comparison|MJC-6_U3_T3.2|30
16|Does an inflectional morpheme ever change the grammatical category (part of speech) of a word?|Yes, always|No, never|Only in verbs|Only in compound words|No, never|MJC-6_U3_T3.2|30
17|How many total inflectional morphemes exist in modern English grammar?|Four|Six|Eight|Ten|Eight|MJC-6_U3_T3.2|30
18|Which of the following list of suffixes contains ONLY inflectional morphemes in English?|{-s} plural, {-ed} past, {-ing} progressive, {-est} superlative|{-ness}, {-ful}, {-ly}, {-ity}|{-un}, {-dis}, {-re}, {-pre}|{-able}, {-ment}, {-ish}, {-er}|{-s} plural, {-ed} past, {-ing} progressive, {-est} superlative|MJC-6_U3_T3.2|30
