id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who introduced the concepts of Synchronic and Diachronic linguistics as well as Langue and Parole?|Ferdinand de Saussure|Noam Chomsky|Leonard Bloomfield|Edward Sapir|Ferdinand de Saussure|MJC-6_U1_T1.1.3|30
2|The study of language at a single, specific point in time without considering its historical development is known as|Diachronic linguistics|Synchronic linguistics|Comparative linguistics|Historical linguistics|Synchronic linguistics|MJC-6_U1_T1.1.3|30
3|The study of how language changes and evolves over historical time is called|Synchronic linguistics|Diachronic linguistics|Descriptive linguistics|Applied linguistics|Diachronic linguistics|MJC-6_U1_T1.1.3|30
4|Synchronic linguistics is also commonly referred to as|Historical linguistics|Descriptive linguistics|Comparative linguistics|Evolutionary linguistics|Descriptive linguistics|MJC-6_U1_T1.1.3|30
5|Diachronic linguistics is also commonly known as|Descriptive linguistics|Historical linguistics|Structural linguistics|Theoretical linguistics|Historical linguistics|MJC-6_U1_T1.1.3|30
6|In Saussurean linguistics, the abstract, systematic rule system of a language shared by a speech community is|Parole|Langue|Competence|Performance|Langue|MJC-6_U1_T1.1.3|30
7|In Saussurean linguistics, the actual concrete act of speaking performed by an individual speaker is|Langue|Parole|Signified|Competence|Parole|MJC-6_U1_T1.1.3|30
8|Which concept proposed by Noam Chomsky closely parallels Saussure's concept of Langue?|Performance|Linguistic Competence|Parole|Syntagmatic relation|Linguistic Competence|MJC-6_U1_T1.1.3|30
9|Which concept proposed by Noam Chomsky closely parallels Saussure's concept of Parole?|Linguistic Competence|Linguistic Performance|Langue|Paradigmatic relation|Linguistic Performance|MJC-6_U1_T1.1.3|30
10|The horizontal relationship between linguistic elements arranged sequentially in a sentence is known as|Paradigmatic relation|Syntagmatic relation|Diachronic relation|Associative relation|Syntagmatic relation|MJC-6_U1_T1.1.3|30
11|The vertical relationship of substitution between linguistic units that can occupy the same structural slot is called|Syntagmatic relation|Paradigmatic relation|Diachronic relation|Linear relation|Paradigmatic relation|MJC-6_U1_T1.1.3|30
12|Syntagmatic relations operate along which axis of language?|Linear or Horizontal axis|Associative or Vertical axis|Diachronic axis|Historical axis|Linear or Horizontal axis|MJC-6_U1_T1.1.3|30
13|Paradigmatic relations operate along which axis of language?|Linear axis|Associative or Vertical axis|Diachronic axis|Horizontal axis|Associative or Vertical axis|MJC-6_U1_T1.1.3|30
14|Which term did Ferdinand de Saussure originally use to refer to paradigmatic relations?|Syntagmatic relations|Associative relations|Diachronic relations|Synchronic relations|Associative relations|MJC-6_U1_T1.1.3|30
15|In Saussurean semiotics, a linguistic sign is composed of which two inseparable parts?|Form and Function|Signifier and Signified|Langue and Parole|Sound and Letter|Signifier and Signified|MJC-6_U1_T1.1.3|30
