id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|मानचित्र (Map) की प्रामाणिक और सटीक परिभाषा क्या है?|पृथ्वी की सतह या उसके किसी भाग का पैमाने की सहायता से समतल सतह पर सांकेतिक निरूपण|केवल पहाड़ों का चित्र बनाना|काल्पनिक रेखाओं का संग्रह|हाथ से बनाया गया बिना पैमाने का रेखाचित्र|पृथ्वी की सतह या उसके किसी भाग का पैमाने की सहायता से समतल सतह पर सांकेतिक निरूपण|AEC-4_P1_TP.1.3|30
2|मानचित्र अध्ययन (Map Reading) का मुख्य उद्देश्य क्या है?|जमीन की बनावट और दुश्मन की स्थिति को मानचित्र पर सही ढंग से समझना|मानचित्र का चित्र बनाना सीखना|केवल दिशाओं का नाम याद रखना|मापपट्टी की लंबाई नापना|जमीन की बनावट और दुश्मन की स्थिति को समझना|AEC-4_P1_TP.1.3|30
3|मानचित्र में उत्तर दिशा (North) हमेशा किस ओर दर्शाई जाती है?|ऊपर की ओर (Top)|नीचे की ओर (Bottom)|दाहिनी ओर (Right)|बाईं ओर (Left)|ऊपर की ओर (Top)|AEC-4_P1_TP.1.3|30
4|मानचित्र पर दिखाई जाने वाली उत्तर दिशाएं (Norths) कितने प्रकार की होती हैं?|दो|तीन|चार|पांच|तीन|AEC-4_P1_TP.1.3|30
5|ध्रुव तारे (North Star) या भौगोलिक उत्तरी ध्रुव द्वारा दर्शाई जाने वाली उत्तर दिशा को क्या कहते हैं?|True North (वास्तविक उत्तर)|Magnetic North (चुंबकीय उत्तर)|Grid North (ग्रिड उत्तर)|False North|True North (वास्तविक उत्तर)|AEC-4_P1_TP.1.3|30
6|कंपास (Compass) की सुई हमेशा किस उत्तर दिशा को दर्शाती है?|Magnetic North (चुंबकीय उत्तर)|True North|Grid North|Top North|Magnetic North (चुंबकीय उत्तर)|AEC-4_P1_TP.1.3|30
7|मानचित्र पर खींची गई खड़ी और पड़ी बैंगनी/लाल रेखाओं (Grid Lines) द्वारा दर्शाई जाने वाली उत्तर दिशा क्या कहलाती है?|Grid North (ग्रिड उत्तर)|True North|Magnetic North|Compass North|Grid North (ग्रिड उत्तर)|AEC-4_P1_TP.1.3|30
8|वास्तविक उत्तर (True North) और चुंबकीय उत्तर (Magnetic North) के बीच के कोण (Angle) को क्या कहा जाता है?|Magnetic Variation (चुंबकीय अंतर)|Grid Convergence|Magnetic Bearing|True Bearing|Magnetic Variation (चुंबकीय अंतर)|AEC-4_P1_TP.1.3|30
9|ग्रिड उत्तर (Grid North) और चुंबकीय उत्तर (Magnetic North) के बीच के कोण को क्या कहते हैं?|G-M Angle (Grid Magnetic Angle)|True Variation|Declination Angle|Grid Variance|G-M Angle (Grid Magnetic Angle)|AEC-4_P1_TP.1.3|30
10|सर्विस प्रोट्रैक्टर (Service Protractor) की लंबाई और चौड़ाई आमतौर पर कितनी होती है?|6 इंच लंबी और 2 इंच चौड़ी|10 इंच लंबी और 5 इंच चौड़ी|12 इंच लंबी और 4 इंच चौड़ी|4 इंच लंबी और 1 इंच चौड़ी|6 इंच लंबी और 2 इंच चौड़ी|AEC-4_P1_TP.1.3|30
