id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|राष्ट्रीय विकास में युवाओं की भूमिका को सुदृढ़ करने के लिए भारत सरकार द्वारा लागू की गई मुख्य नीति कौन सी है?|राष्ट्रीय युवा नीति|राष्ट्रीय कृषि नीति|राष्ट्रीय सुरक्षा नीति|राष्ट्रीय स्वास्थ्य नीति|राष्ट्रीय युवा नीति|AEC-4_U4_T4.2.2|30
2|भारत में राष्ट्रीय युवा नीति 2014 के अनुसार युवाओं की आयु सीमा क्या निर्धारित की गई है?|10 से 20 वर्ष|15 से 29 वर्ष|18 से 35 वर्ष|21 से 40 वर्ष|15 से 29 वर्ष|AEC-4_U4_T4.2.2|30
3|राष्ट्रीय युवा दिवस (National Youth Day) प्रतिवर्ष किस तिथि को मनाया जाता है?|12 जनवरी|15 अगस्त|26 जनवरी|2 अक्टूबर|12 जनवरी|AEC-4_U4_T4.2.2|30
4|राष्ट्रीय युवा दिवस किसकी स्वामी और महान विचारक की जयंती के अवसर पर मनाया जाता है?|स्वामी विवेकानंद|स्वामी दयानंद सरस्वती|महात्मा गांधी|भगत सिंह|स्वामी विवेकानंद|AEC-4_U4_T4.2.2|30
5|नेहरू युवा केंद्र संगठन (NYKS) की स्थापना किस वर्ष की गई थी?|1972|1980|1990|2000|1972|AEC-4_U4_T4.2.2|30
6|एनसीसी (NCC) कैडेटों द्वारा समाज विकास में दिया जाने वाला मुख्य योगदान क्या है?|आपदा प्रबंधन, रक्तदान और जागरूकता अभियान|केवल खेलकूद|व्यवसायिक व्यापार|केवल किताबी पढ़ाई|आपदा प्रबंधन, रक्तदान और जागरूकता अभियान|AEC-4_U4_T4.2.2|30
7|राष्ट्रीय सेवा योजना (NSS) की शुरुआत किस वर्ष हुई थी?|1969|1975|1982|1990|1969|AEC-4_U4_T4.2.2|30
8|NSS का आदर्श वाक्य (Motto) क्या है?|NOT ME BUT YOU (मैं नहीं आप)|एकता और अनुशासन|सेवा ही धर्म है|जय हिंद|NOT ME BUT YOU (मैं नहीं आप)|AEC-4_U4_T4.2.2|30
9|भारत को 'युवाओं का देश' क्यों कहा जाता है?|क्योंकि यहाँ की बहुसंख्यक आबादी कार्यकारी आयु वर्ग (युवा) में है|क्योंकि यहाँ केवल युवा रहते हैं|क्योंकि यह एक नया देश है|क्योंकि यहाँ वृद्ध आबादी नहीं है|क्योंकि यहाँ की बहुसंख्यक आबादी कार्यकारी आयु वर्ग (युवा) में है|AEC-4_U4_T4.2.2|30
10|जनसांख्यिकीय लाभांश (Demographic Dividend) का क्या अर्थ है?|कार्यशील युवा आबादी के कारण प्राप्त होने वाला आर्थिक विकास|वृद्धों की संख्या बढ़ना|जनसंख्या में गिरावट|केवल बच्चों की संख्या में वृद्धि|कार्यशील युवा आबादी के कारण प्राप्त होने वाला आर्थिक विकास|AEC-4_U4_T4.2.2|30
