id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|निर्णय लेने (Decision Making) की प्रक्रिया का पहला चरण क्या है?|समस्या की पहचान करना|विकल्प चुनना|परिणामों का मूल्यांकन|समाधान लागू करना|समस्या की पहचान करना|AEC-4_U3_T3.2.2|30
2|समस्या समाधान (Problem Solving) का मुख्य उद्देश्य क्या होता है?|किसी बाधा या समस्या का प्रभावी समाधान खोजना|समस्या को टालना|दूसरों को दोष देना|बिना सोचे काम करना|किसी बाधा या समस्या का प्रभावी समाधान खोजना|AEC-4_U3_T3.2.2|30
3|एक प्रभावी निर्णय लेने के लिए सबसे आवश्यक कारक कौन सा है?|सही और पर्याप्त जानकारी|जल्दबाज़ी|केवल अंतर्ज्ञान|दूसरों का दबाव|सही और पर्याप्त जानकारी|AEC-4_U3_T3.2.2|30
4|समस्या समाधान की 'हेरिस्टिक' (Heuristics) विधि क्या है?|अनुभव और व्यावहारिक ज्ञान पर आधारित त्वरित विधि|कठोर गणितीय नियम|केवल तुक्का लगाना|सख्त लिखित निर्देश|अनुभव और व्यावहारिक ज्ञान पर आधारित त्वरित विधि|AEC-4_U3_T3.2.2|30
5|निर्णय लेते समय 'जोखिम मूल्यांकन' (Risk Assessment) क्यों किया जाता है?|संभावित नुकसान और विफलताओं को समझने के लिए|केवल लाभ देखने के लिए|काम टालने के लिए|डर पैदा करने के लिए|संभावित नुकसान और विफलताओं को समझने के लिए|AEC-4_U3_T3.2.2|30
6|समस्या के 'मूल कारण' (Root Cause) की पहचान करने के लिए किस तकनीक का उपयोग किया जाता है?|5 Whys (5 क्यों) तकनीक|3 Rs तकनीक|SWOT विश्लेषण|माइंड मैपिंग|5 Whys (5 क्यों) तकनीक|AEC-4_U3_T3.2.2|30
7|निर्णय लेने में 'भावनात्मक बुद्धिमत्ता' (Emotional Intelligence) कैसे मदद करती है?|भावनाओं को नियंत्रित कर निष्पक्ष निर्णय लेने में|आवेश में निर्णय लेने में|भावनाओं को छिपाने में|फैसले टालने में|भावनाओं को नियंत्रित कर निष्पक्ष निर्णय लेने में|AEC-4_U3_T3.2.2|30
8|समूह निर्णय (Group Decision Making) का मुख्य लाभ क्या है?|विविध दृष्टिकोण और व्यापक विचार मिलते हैं|समय की बचत होती है|कोई जिम्मेदारी नहीं होती|कोई विवाद नहीं होता|विविध दृष्टिकोण और व्यापक विचार मिलते हैं|AEC-4_U3_T3.2.2|30
9|ग्रुपथिंक (Groupthink) निर्णय लेने में किस प्रकार का दोष है?|समूह के दबाव में आकर बिना सोचे-समझे सहमति देना|अत्यधिक विचार-विमर्श करना|स्वतंत्र सोच को बढ़ावा देना|केवल लिखित निर्णय लेना|समूह के दबाव में आकर बिना सोचे-समझे सहमति देना|AEC-4_U3_T3.2.2|30
10|निर्णय लेने की 'संज्ञानात्मक पूर्वाग्रह' (Cognitive Bias) प्रक्रिया को कैसे प्रभावित करता है?|यह तार्किक सोच को बाधित कर गलत निर्णय का कारण बनता है|यह निर्णय क्षमता बढ़ाता है|यह पूर्ण सत्य दिखाता है|यह समय बचाता है|यह तार्किक सोच को बाधित कर गलत निर्णय का कारण बनता है|AEC-4_U3_T3.2.2|30
11|आपातकालीन स्थिति में त्वरित निर्णय लेने के लिए कौन सा कौशल आवश्यक है?|मानसिक दृढता और त्वरित सोच|धीमी गति|अत्यधिक संकोच|दूसरों पर निर्भरता|मानसिक दृढता और त्वरित सोच|AEC-4_U3_T3.2.2|30
12|निर्णय वृक्ष (Decision Tree) का उपयोग किस लिए किया जाता है?|विभिन्न विकल्पों और उनके संभावित परिणामों को आरेखित करने के लिए|पेड़-पौधे लगाने के लिए|सैनिक गश्त के लिए|समय सारणी बनाने के लिए|विभिन्न विकल्पों और उनके संभावित परिणामों को आरेखित करने के लिए|AEC-4_U3_T3.2.2|30
13|समस्या समाधान में 'ट्रायल एंड एरर' (Trial and Error) विधि का क्या अर्थ है?|सफल समाधान मिलने तक बार-बार प्रयास करना|एक ही गलती दोहराना|तुरंत हार मान लेना|बिना किसी प्रयास के निर्णय लेना|सफल समाधान मिलने तक बार-बार प्रयास करना|AEC-4_U3_T3.2.2|30
14|किसी समस्या के समाधान के लिए विकल्पों का चयन करते समय सबसे पहले क्या देखना चाहिए?|उनकी व्यावहारिकता और प्रभावशीलता|उनकी लागत केवल|वे कितने सरल हैं|दूसरों की पसंद|उनकी व्यावहारिकता और प्रभावशीलता|AEC-4_U3_T3.2.2|30
15|अग्रसक्रिय (Proactive) निर्णय क्या होता है?|समस्या आने से पहले ही संभावित स्थिति का आकलन कर निर्णय लेना|समस्या आने के बाद सोचना|दूसरों के कहने पर फैसला लेना|अंतिम समय में निर्णय लेना|समस्या आने से पहले ही संभावित स्थिति का आकलन कर निर्णय लेना|AEC-4_U3_T3.2.2|30
16|प्रतिक्रियाशील (Reactive) निर्णय कब लिया जाता है?|समस्या या घटना के घटित होने के बाद|घटना से महीनों पहले|कभी नहीं|केवल शांत समय में|समस्या या घटना के घटित होने के बाद|AEC-4_U3_T3.2.2|30
17|समस्या समाधान में 'ब्रेनस्टॉर्मिंग' (Brainstorming) का उद्देश्य क्या है?|अधिक से अधिक नए समाधान और विचार एकत्र करना|एक ही समाधान पर टिके रहना|दूसरों के विचारों को खारिज करना|केवल गलतियां ढूंढना|अधिक से अधिक नए समाधान और विचार एकत्र करना|AEC-4_U3_T3.2.2|30
18|एनसीसी कैडेट के रूप में साहसिक अभियानों में त्वरित निर्णय लेना क्या दर्शाता है?|सक्षम नेतृत्व और साहस|लापरवाही|नियमों की अनदेखी|दिखावा|सक्षम नेतृत्व और साहस|AEC-4_U3_T3.2.2|30
19|निर्णय लेने में 'विश्लेषण पक्षाघात' (Analysis Paralysis) का क्या अर्थ है?|अत्यधिक सोचने के कारण निर्णय न ले पाना|तेजी से निर्णय लेना|आसानी से समाधान खोजना|लिखित में निर्णय देना|अत्यधिक सोचने के कारण निर्णय न ले पाना|AEC-4_U3_T3.2.2|30
