id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|आलोचनात्मक सोच (Critical Thinking) का मुख्य अर्थ क्या है?|तथ्यों का वस्तुनिष्ठ विश्लेषण और तर्कसंगत मूल्यांकन|दूसरों की अकारण आलोचना करना|बिना सोचे निर्णय लेना|दूसरों के विचारों को आँख बंद करके स्वीकार करना|तथ्यों का वस्तुनिष्ठ विश्लेषण और तर्कसंगत मूल्यांकन|AEC-4_U3_T3.2.1|30
2|रचनात्मक सोच (Creative Thinking) का प्राथमिक उद्देश्य क्या है?|नवीन, मौलिक और उपयोगी विचारों को उत्पन्न करना|नियमों को कठोरता से लागू करना|केवल पुरानी तकनीकों का उपयोग करना|तर्क को पूरी तरह खारिज करना|नवीन, मौलिक और उपयोगी विचारों को उत्पन्न करना|AEC-4_U3_T3.2.1|30
3|आलोचनात्मक सोच में 'स्वतंत्र चिंतन' (Independent Thinking) का क्या महत्व है?|बिना पूर्वाग्रह के स्वयं तर्क की कसौटी पर परखना|केवल बहुमत की राय मानना|अधिकारियों के विचारों से हमेशा असहमत होना|भावनाओं के आधार पर निर्णय लेना|बिना पूर्वाग्रह के स्वयं तर्क की कसौटी पर परखना|AEC-4_U3_T3.2.1|30
4|रचनात्मक सोच को निम्नलिखित में से किस प्रकार का चिंतन माना जाता है?|अपसारी चिंतन (Divergent Thinking)|अभिसारी चिंतन (Convergent Thinking)|रटने की प्रक्रिया|प्रतिगामी चिंतन|अपसारी चिंतन (Divergent Thinking)|AEC-4_U3_T3.2.1|30
5|आलोचनात्मक सोच को मुख्य रूप से किस प्रकार के चिंतन से जोड़ा जाता है?|अभिसारी चिंतन (Convergent Thinking)|अपसारी चिंतन (Divergent Thinking)|काल्पनिक चिंतन|केवल नकारात्मक चिंतन|अभिसारी चिंतन (Convergent Thinking)|AEC-4_U3_T3.2.1|30
6|ब्रेनस्टॉर्मिंग (Brainstorming) किस प्रकार के चिंतन को बढ़ावा देने की एक प्रमुख तकनीक है?|रचनात्मक सोच|आलोचनात्मक सोच|स्मरण शक्ति|केवल गति|रचनात्मक सोच|AEC-4_U3_T3.2.1|30
7|ब्रेनस्टॉर्मिंग सत्र के दौरान प्राथमिक नियम क्या होता है?|विचारों का तत्काल मूल्यांकन या आलोचना न करना|केवल एक विचार प्रस्तुत करना|तुरंत अंतिम निर्णय पर पहुँचना|केवल लिखित में विचार देना|विचारों का तत्काल मूल्यांकन या आलोचना न करना|AEC-4_U3_T3.2.1|30
8|आलोचनात्मक सोच का पहला चरण आमतौर पर क्या होता है?|समस्या या प्रश्न की स्पष्ट पहचान करना|अंतिम निर्णय सुनाना|समाधान को लागू करना|दूसरों को दोष देना|समस्या या प्रश्न की स्पष्ट पहचान करना|AEC-4_U3_T3.1.2|30
9|पूर्वाग्रह (Bias) आलोचनात्मक सोच को कैसे प्रभावित करता है?|यह निष्पक्ष निर्णय लेने में बाधक बनता है|यह तर्क को मजबूत करता है|यह रचनात्मकता बढ़ाता है|यह सत्य तक पहुँचने में मदद करता है|यह निष्पक्ष निर्णय लेने में बाधक बनता है|AEC-4_U3_T3.2.1|30
10|'Out of the Box Thinking' (बॉक्स से बाहर सोच) किस सोच का दूसरा नाम है?|रचनात्मक सोच|परंपरागत सोच|संकीर्ण सोच|केवल आलोचनात्मक सोच|रचनात्मक सोच|AEC-4_U3_T3.2.1|30
