id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|व्यक्तित्व (Personality) शब्द किस लैटिन शब्द से उत्पन्न हुआ है?|Persona|Person|Personal|Personality|Persona|AEC-4_U3_T3.1.1|30
2|लैटिन शब्द 'पर्सोना' (Persona) का मूल शाब्दिक अर्थ क्या है?|मुखौटा (Mask)|शरीर|मस्तिष्क|चरित्र|मुखौटा (Mask)|AEC-4_U3_T3.1.1|30
3|व्यक्तित्व विकास को प्रभावित करने वाले दो मुख्य घटक कौन से हैं?|वंशानुक्रम और वातावरण|केवल धन और प्रसिद्धि|केवल भोजन और आवास|केवल वस्त्र और शैली|वंशानुक्रम और वातावरण|AEC-4_U3_T3.1.1|30
4|किसी व्यक्ति के शारीरिक गुण और जीन संरचना किस कारक के अंतर्गत आते हैं?|वंशानुक्रम (Heredity)|पर्यावरण (Environment)|सामाजिक कारक|आर्थिक कारक|वंशानुक्रम (Heredity)|AEC-4_U3_T3.1.1|30
5|पर्यावरणीय कारकों में व्यक्तित्व को ढालने वाला प्राथमिक संस्थान कौन सा है?|परिवार|सिनेमाघर|बाजार|क्लब|परिवार|AEC-4_U3_T3.1.1|30
6|माता-पिता के पालन-पोषण की शैली (Parenting Style) व्यक्तित्व के किस पहलू को आकार देती है?|मानसिक और भावनात्मक विकास|केवल ऊंचाई|केवल आंख का रंग|केवल रक्त समूह|मानसिक और भावनात्मक विकास|AEC-4_U3_T3.1.1|30
7|निम्नलिखित में से कौन सा व्यक्तित्व का जैविक (Biological) कारक है?|तंत्रिका तंत्र (Nervous System)|सड़क सुरक्षा|इंटरनेट स्पीड|राजनीतिक पार्टी|तंत्रिका तंत्र (Nervous System)|AEC-4_U3_T3.1.1|30
8|अंतःस्रावी ग्रंथियों (Endocrine Glands) से निकलने वाले हार्मोन व्यक्तित्व के किस भाग को प्रभावित करते हैं?|भावनात्मक स्थिरता और व्यवहार|केवल भाषा ज्ञान|कपड़ों की पसंद|लिखने की गति|भावनात्मक स्थिरता और व्यवहार|AEC-4_U3_T3.1.1|30
9|सांस्कृतिक कारक (Cultural Factors) व्यक्तित्व में क्या योगदान देते हैं?|मूल्य, विश्वास और सामाजिक मानदंड|शारीरिक लंबाई|नेत्र दृष्टि|स्मरण शक्ति|मूल्य, विश्वास और सामाजिक मानदंड|AEC-4_U3_T3.1.1|30
10|समकक्ष समूह (Peer Group) का प्रभाव व्यक्तित्व विकास में किस अवस्था में सबसे अधिक होता है?|किशोरावस्था (Adolescence)|शैशवावस्था|वृद्धावस्था|गर्भावस्था|किशोरावस्था (Adolescence)|AEC-4_U3_T3.1.1|30
11|सकारात्मक आत्म-धारणा (Positive Self-Concept) व्यक्तित्व में किस गुण को बढ़ाती है?|आत्मविश्वास|अहंकार|डर|आलस्य|आत्मविश्वास|AEC-4_U3_T3.1.1|30
12|व्यक्तित्व के विकास में विद्यालय और शिक्षा की क्या भूमिका होती है?|बौद्धिक, सामाजिक और नैतिक विकास करना|केवल खेलकूद सिखाना|केवल परीक्षा अंक देना|शारीरिक वजन बढ़ाना|बौद्धिक, सामाजिक और नैतिक विकास करना|AEC-4_U3_T3.1.1|30
13|सिगमंड फ्रायड के अनुसार व्यक्तित्व के तीन घटक कौन से हैं?|इद, अहम्, पराअहम् (Id, Ego, Superego)|शरीर, मन, आत्मा|सोचना, समझना, बोलना|ज्ञान, कर्म, भक्ति|इद, अहम्, पराअहम् (Id, Ego, Superego)|AEC-4_U3_T3.1.1|30
14|फ्रायड के मनोविश्लेषण सिद्धांत में नैतिक मूल्यों का प्रतिनिधित्व कौन करता है?|पराअहम् (Superego)|इद (Id)|अहम् (Ego)|अचेतन मन|पराअहम् (Superego)|AEC-4_U3_T3.1.1|30
15|इद (Id) किस सिद्धांत पर कार्य करता है?|सुख के सिद्धांत (Pleasure Principle)|वास्तविकता के सिद्धांत|नैतिकता के सिद्धांत|समानता के सिद्धांत|सुख के सिद्धांत (Pleasure Principle)|AEC-4_U3_T3.1.1|30
