id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|समाज सेवा का प्राथमिक और मुख्य लक्ष्य क्या है?|मानव कल्याण और समाज सुधार|राजनीतिक पद हासिल करना|केवल आर्थिक लाभ कमाना|व्यक्तिगत प्रसिद्धि प्राप्त करना|मानव कल्याण और समाज सुधार|AEC-4_U4_T4.1.1|30
2|समाज सेवा किस भावना पर आधारित होती है?|निःस्वार्थ सेवा और सहानुभूति|स्वार्थ और प्रतिस्पर्धा|दबाव और भय|केवल कानूनी दायित्व|निःस्वार्थ सेवा और सहानुभूति|AEC-4_U4_T4.1.1|30
3|समाज सेवा का मूल सिद्धांत निम्नलिखित में से कौन सा है?|व्यक्ति की गरिमा और मूल्य का सम्मान|व्यक्ति के अधिकारों का हनन|जाति के आधार पर भेदभाव|केवल धनिकों की सहायता करना|व्यक्ति की गरिमा और मूल्य का सम्मान|AEC-4_U4_T4.1.1|30
4|समाज कार्य (Social Work) में 'सहानुभूति' (Empathy) का क्या अर्थ है?|दूसरों के दुख को उनकी जगह रहकर समझना|दूसरों पर केवल दया दिखाना|दूसरों की समस्याओं की उपेक्षा करना|दूसरों को सलाह देकर भूल जाना|दूसरों के दुख को उनकी जगह रहकर समझना|AEC-4_U4_T4.1.1|30
5|समाज सेवा में 'समान अवसर' (Equal Opportunity) के सिद्धांत का क्या तात्पर्य है?|बिना किसी भेदभाव के सभी को समान अवसर देना|केवल एक विशेष वर्ग को प्राथमिकता देना|लिंग के आधार पर अंतर करना|आर्थिक स्थिति के आधार पर सेवा देना|बिना किसी भेदभाव के सभी को समान अवसर देना|AEC-4_U4_T4.1.1|30
6|समाज सेवा का मुख्य कार्य लोगों को किस प्रकार मदद पहुंचाना है?|उन्हें आत्मनिर्भर बनाना|उन्हें हमेशा दान पर निर्भर रखना|उनके कार्य स्वयं हमेशा करते रहना|उन्हें समाज से अलग करना|उन्हें आत्मनिर्भर बनाना|AEC-4_U4_T4.1.1|30
7|व्यावसायिक समाज कार्य (Professional Social Work) की शुरुआत मुख्य रूप से किस शताब्दी में हुई?|19वीं-20वीं शताब्दी|15वीं शताब्दी|12वीं शताब्दी|18वीं शताब्दी के प्रारंभ में|19वीं-20वीं शताब्दी|AEC-4_U4_T4.1.1|30
8|समाज सेवा में 'गोपनीयता का सिद्धांत' (Principle of Confidentiality) क्यों महत्वपूर्ण है?|सेवाग्राही के निजी जीवन और जानकारी की रक्षा के लिए|जानकारी को समाचार पत्रों में छापने के लिए|दूसरों को डराने के लिए|सरकारी रिपोर्ट तैयार करने के लिए|सेवाग्राही के निजी जीवन और जानकारी की रक्षा के लिए|AEC-4_U4_T4.1.1|30
9|समाज सेवा का कौन सा सिद्धांत व्यक्ति को अपने फैसले स्वयं लेने की स्वतंत्रता देता है?|आत्म-निर्णय का सिद्धांत (Principle of Self-Determination)|नियंत्रण का सिद्धांत|आदेश का सिद्धांत|निर्भरता का सिद्धांत|आत्म-निर्णय का सिद्धांत (Principle of Self-Determination)|AEC-4_U4_T4.1.1|30
10|समाज सेवक के लिए 'स्वीकृति का सिद्धांत' (Principle of Acceptance) क्या दर्शाता है?|व्यक्ति को उसकी कमियों और विविधताओं के साथ स्वीकार करना|केवल अच्छे लोगों की मदद करना|व्यक्ति के व्यवहार को तुरंत बदलना|दूसरों की आलोचना करना|व्यक्ति को उसकी कमियों और विविधताओं के साथ स्वीकार करना|AEC-4_U4_T4.1.1|30
11|सामुदायिक विकास में समाज सेवा का प्राथमिक उद्देश्य क्या है?|सामूहिक प्रयासों से समुदाय का सर्वांगीण विकास|केवल व्यक्तिगत संपत्ति बढ़ाना|शहरों का निर्माण करना|केवल सड़कों का निर्माण करना|सामूहिक प्रयासों से समुदाय का सर्वांगीण विकास|AEC-4_U4_T4.1.1|30
12|समाज सेवा में 'गैर-निर्णयात्मक दृष्टिकोण' (Non-judgmental Attitude) का क्या अर्थ है?|व्यक्ति को बिना दोषी ठहराए उसकी सहायता करना|तुरंत फैसला सुनाना|व्यक्ति को सजा देना|अदालत में केस दर्ज करना|व्यक्ति को बिना दोषी ठहराए उसकी सहायता करना|AEC-4_U4_T4.1.1|30
13|समाज सेवा का कौन सा रूप पारंपरिक और दान-आधारित है?|परोपकारी या धर्मार्थ समाज सेवा (Charity)|व्यावसायिक समाज कार्य|वैज्ञानिक समाज कार्य|तकनीकी समाज सेवा|परोपकारी या धर्मार्थ समाज सेवा (Charity)|AEC-4_U4_T4.1.1|30
