id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|ولی دکنی کی مشہور غزل "مفلسی سب بہار کھوتی ہے" کا مرکزی خیال (Markazi Khayal) کیا ہے؟|مفلسی انسان کی عزت، وقار اور تمام بہاریں ختم کر دیتی ہے|مفلسی انسان کو صوفی بناتی ہے|موسمِ بہار میں مفلسی ختم ہو جاتی ہے|مفلسی سے انسان کا علم بڑھتا ہے|مفلسی انسان کی عزت، وقار اور تمام بہاریں ختم کر دیتی ہے|MIC-4_U2_T2.1.2|30
2|تشریح کے مطابق، غزل میں لفظ "بہار" کس بات کا استعارہ (Metaphor) ہے؟|زندگی کی خوشحالی، رونق اور شادابی|صرف باغ کے پھول|صرف موسمِ بہار|جوانئ عمر|زندگی کی خوشحالی، رونق اور شادابی|MIC-4_U2_T2.1.2|30
3|مطلع "مفلسی سب بہار کھوتی ہے / مرد کا اعتبار کھوتی ہے" کی تشریح کا اہم نکتا کیا ہے؟|غربت انسان کی ساکھ اور اعتبار کو ختم کر دیتی ہے|غربت سے انسان کی عمر کم ہوتی ہے|غربت میں لوگ اعتبار بڑھاتے ہیں|بہار کا موسم مفلسی کو دور کرتا ہے|غربت انسان کی ساکھ اور اعتبار کو ختم کر دیتی ہے|MIC-4_U2_T2.1.2|30
4|ولی نے مفلسی کے مارے انسان کے کمال اور ہنر کے بارے میں کیا بیان کیا ہے؟|مفلسی انسان کے ہر کمال اور ہنر پر پردہ ڈال دیتی ہے|مفلسی سے ہنر ظاہر ہوتا ہے|مفلسی میں کمال کی تعریف ہوتی ہے|مفلسی انسان کو بادشاہ بناتی ہے|مفلسی انسان کے ہر کمال اور ہنر پر پردہ ڈال دیتی ہے|MIC-4_U2_T2.1.2|30
5|ولی کے نزدیک مفلس شخص کی بات کو معاشرہ کیوں اہمیت نہیں دیتا؟|کیونکہ معاشرہ دولت کو عزت کا معیار مانتا ہے|کیونکہ وہ سچ نہیں بولتا|کیونکہ وہ بات کرنا نہیں جانتا|کیونکہ وہ خاموش رہتا ہے|کیونکہ معاشرہ دولت کو عزت کا معیار مانتا ہے|MIC-4_U2_T2.1.2|30
6|غزل میں "اعتبار کھوتی ہے" سے کیا مراد ہے؟|لوگوں کا اس پر سے بھروسہ اور اعتماد اٹھ جانا|قرض نہ ملنا|سفر پر نہ جا سکنا|نام بھول جانا|لوگوں کا اس پر سے بھروسہ اور اعتماد اٹھ جانا|MIC-4_U2_T2.1.2|30
7|مرکزی خیال کے مطابق ولی دکنی نے مفلسی کو کس روپ میں دکھایا ہے؟|سماجی برائی اور انسانی بے بسی کے روپ میں|ایک وقتی کھیل کے روپ میں|ایک نعمت کے روپ میں|صرف ایک ذہنی خیال کے روپ میں|سماجی برائی اور انسانی بے بسی کے روپ میں|MIC-4_U2_T2.1.2|30
8|غزل کے اشعار کی تشریح سے کس حقیقت کا انکشاف ہوتا ہے؟|مال و دولت کی دنیاوی اہمیت اور مفلس کی بے توقیری|صرف شاعر کی ذاتی زندگی|غیر ملکی سفر کے مصائب|جنگ و جدل کے نقصانات|مال و دولت کی دنیاوی اہمیت اور مفلس کی بے توقیری|MIC-4_U2_T2.1.2|30
9|ولی کی اس غزل کی تشریح کرتے ہوئے کس پہلو کو اجاگر کیا جاتا ہے؟|عاشقانہ انداز سے ہٹ کر معاشی و سماجی حقیقت نگاری|صرف تصوف اور معرفت|سراپا نگاری|درباری قصیدہ گوئی|عاشقانہ انداز سے ہٹ کر معاشی و سماجی حقیقت نگاری|MIC-4_U2_T2.1.2|30
10|تشریح کے مطابق جب انسان پر مفلسی آتی ہے تو اس کے عزیز و اقارب کا رویہ کیا ہوتا ہے؟|وہ بھی بیگانگی اور بے رخی اختیار کر لیتے ہیں|وہ اس کی زیادہ مدد کرتے ہیں|وہ اسے اپنا سردار بناتے ہیں|وہ اس کے پاس آ کر رہتے ہیں|وہ بھی بیگانگی اور بے رخی اختیار کر لیتے ہیں|MIC-4_U2_T2.1.2|30
11|ولی کی اس غزل میں "مفلسی" کی تشریح کس بنیاد پر کی گئی ہے؟|عامیانہ و سچی انسانی حسیت پر|فرضی قصوں پر|صرف سائنسی قوانین پر|صرف تاریخی واقعات پر|عامیانہ و سچی انسانی حسیت پر|MIC-4_U2_T2.1.2|30
12|اس غزل کا مرکزی خیال اردو غزل کو کس سمت کی طرف موڑتا ہے؟|غمِ جاناں سے غمِ دوراں کی طرف|تصوف سے مادیت کی طرف|سیاست سے جنگ کی طرف|اردو سے فارسی کی طرف|غمِ جاناں سے غمِ دوراں کی طرف|MIC-4_U2_T2.1.2|30
13|غزل کی تشریح میں "روئے زرد" یا اداسی کس چیز کا نتیجہ بتائی گئی ہے؟|مفلسی اور غربت کے مسلسل کرب کا|بیماری کا|نیند نہ آنے کا|شدید گرمی کا|مفلسی اور غربت کے مسلسل کرب کا|MIC-4_U2_T2.1.2|30
14|ولی دکنی کی اس غزل کے فکری محاسن میں کون سا نقطہ سب سے اہم ہے؟|واقعیت پسندی اور سماجی شعور|خیالی باتیں|غیر منطقی خیالات|عریانیت|واقعیت پسندی اور سماجی شعور|MIC-4_U2_T2.1.2|30
15|تشریح کے مطابق، "مفلسی سب بہار کھوتی ہے" کا اثر کس پر پڑتا ہے؟|انسان کی پوری شخصیت اور اس کے تعلقات پر|صرف اس کے کپڑوں پر|صرف اس کے کھانے پر|صرف اس کے مکان پر|انسان کی پوری شخصیت اور اس کے تعلقات پر|MIC-4_U2_T2.1.2|30
16|غزل کے مرکزی خیال کے مطابق معاشرے کا رویہ کس بنیاد پر بدلتا ہے؟|دولت اور معاشی حیثیت کی بنیاد پر|اخلاق کی بنیاد پر|علم کی بنیاد پر|عمر کی بنیاد پر|دولت اور معاشی حیثیت کی بنیاد پر|MIC-4_U2_T2.1.2|30
17|ولی کی اس غزل کی تشریح میں کس نفسیاتی حقیقت کو بیان کیا گیا ہے؟|غربت انسان کے خود اعتماد (Self-confidence) کو توڑ دیتی ہے|غربت سے انسان خوش رہتا ہے|غربت سے انسان کا حوصلہ ہمیشہ بڑھتا ہے|غربت سے کچھ نہیں ہوتا|غربت انسان کے خود اعتماد (Self-confidence) کو توڑ دیتی ہے|MIC-4_U2_T2.1.2|30
18|غزل میں "مفلسی" کو کس کے مقابلے میں کھڑا کیا گیا ہے؟|زندگی کی تمام خوشیوں اور "بہار" کے مقابلے میں|سردی کے مقابلے میں|موت کے مقابلے میں|علم کے مقابلے میں|زندگی کی تمام خوشیوں اور "بہار" کے مقابلے میں|MIC-4_U2_T2.1.2|30
19|شعر کی تشریح کرتے ہوئے ولی کے کس شائرانہ کمال کا پتہ چلتا ہے؟|سادہ الفاظ میں دل گداز سچائی بیان کرنا|مشکل فارسی تراکیب بنانا|صرف لفظی ڈراما پیدا کرنا|لمبی داستانیں سنانا|سادہ الفاظ میں دل گداز سچائی بیان کرنا|MIC-4_U2_T2.1.2|30
20|ولی دکنی نے اس غزل میں مفلس کے دل کی کس کیفیت کو بے نقاب کیا ہے؟|احساسِ کمتری اور محرومی کو|تکبر کو|بے نیازی کو|خوشی اور نشاط کو|احساسِ کمتری اور محرومی کو|MIC-4_U2_T2.1.2|30
21|تشریح کی رو سے، مفلسی میں انسان کی حکمت اور عقل کو لوگ کیا سمجھتے ہیں؟|بے وقوفی یا بے کار بات|بزرگی|حکمت کا شاہکار|بادشاہی حکم|بے وقوفی یا بے کار بات|MIC-4_U2_T2.1.2|30
22|اس غزل کا مرکزی خیال کس عمومی سچائی (Universal Truth) پر مبنی ہے؟|مفلس کا کوئی دوست نہیں ہوتا اور غربت تمام رونقیں چھین لیتی ہے|بہار ہر سال آتی ہے|پھول ہمیشہ کھلتے ہیں|دولت بری چیز ہے|مفلس کا کوئی دوست نہیں ہوتا اور غربت تمام رونقیں چھین لیتی ہے|MIC-4_U2_T2.1.2|30
23|غزل کے مصرعوں کی تشریح میں "اعتبار" کے ضائع ہونے کا کیا مطلب ہے؟|سماجی قدر و قیمت ختم ہو جانا|بینائی کم ہونا|حافظہ کمزور ہونا|نام بھول جانا|سماجی قدر و قیمت ختم ہو جانا|MIC-4_U2_T2.1.2|30
24|ولی کی غزل کی تشریح سے معلوم ہوتا ہے کہ دکنی دور میں بھی شاعر کس چیز سے باخبر تھے؟|عوامی و معاشی مسائل سے|صرف خلائی علوم سے|صرف مغربی ادب سے|صرف شاہی سازشوں سے|عوامی و معاشی مسائل سے|MIC-4_U2_T2.1.2|30
25|تشریح کے مطابق، مفلس شخص کی عاجزی کو دنیا کیا نام دیتی ہے؟|اس کی بزدلی اور کمزوری|اس کی شرافت|اس کی دانشمندی|اس کی طاقت|اس کی بزدلی اور کمزوری|MIC-4_U2_T2.1.2|30
26|غزل کے مرکزی خیال کا تعلق کس قسم کی شاعری سے ہے؟|سماجی و معاشی مقصدیت سے پر شاعری|صرف تفریحی شاعری|صرف صوفیانہ وعظ|صرف سحر و جادو کی شاعری|سماجی و معاشی مقصدیت سے پر شاعری|MIC-4_U2_T2.1.2|30
27|تشریح میں لفظ "کھوتی ہے" کے بار بار استعمال سے کیا اثر پیدا ہوتا ہے؟|حسرت، نقصان اور محرومی کا شدید احساس|خوشی کا احساس|غصے کا احساس|مزاح کا احساس|حسرت، نقصان اور محرومی کا شدید احساس|MIC-4_U2_T2.1.2|30
28|ولی کے نزدیک مفلسی انسان کی کس اندرونی خوشی کو ختم کرتی ہے؟|سکونِ قلب اور زِندہ دلی کو|صرف نیند کو|صرف بھوک کو|سفر کے شوق کو|سکونِ قلب اور زِندہ دلی کو|MIC-4_U2_T2.1.2|30
29|غزل کے اشعار کی تشریح سے کیا ثابت ہوتا ہے کہ ولی دکنی کس کے شاعر ہیں؟|وہ صرف حسن و عشق ہی کے نہیں بلکہ زندگی کے سچے تجربات کے بھی شاعر ہیں|وہ صرف دربار کے شاعر ہیں|وہ صرف جنگ کے شاعر ہیں|وہ صرف افسانہ نگار ہیں|وہ صرف حسن و عشق ہی کے نہیں بلکہ زندگی کے سچے تجربات کے بھی شاعر ہیں|MIC-4_U2_T2.1.2|30
30|مرکزی خیال کے مطابق، مفلسی کے دور میں انسان کا کون سا روپ سامنے آتا ہے؟|بے بسا اور لاچار انسان کا روپ|جابر حکمران کا روپ|کامیاب تاجر کا روپ|بے غم صوفی کا روپ|بے بسا اور لاچار انسان کا روپ|MIC-4_U2_T2.1.2|30
31|تشریح کے لحاظ سے اس غزل میں کون سا صوتی آہنگ (Rhythm) ہے؟|غم ناک، دھیما اور اثر انگیز آہنگ|بہت تیز اور پرشور آہنگ|مربوط اور خوشگوار آہنگ|صرف رزمیہ آہنگ|غم ناک، دھیما اور اثر انگیز آہنگ|MIC-4_U2_T2.1.2|30
32|غزل کی تشریح کرتے ہوئے "مربوط فکر" سے کیا مراد ہے؟|تمام اشعار کا ایک ہی بنیادی جذبے (مفلسی کے دکھ) کے گرد گھومنا|تمام اشعار کا مختلف ہونا|اشعار میں رابطہ نہ ہونا|صرف قافیہ ملانا|تمام اشعار کا ایک ہی بنیادی جذبے (مفلسی کے دکھ) کے گرد گھومنا|MIC-4_U2_T2.1.2|30
33|ولی دکنی نے مفلسی کا اثر بیان کرتے ہوئے کس انسانی رویے کو ننگا کیا ہے؟|معاشرے کی خود غرضی اور ابن الوقت پن کو|معاشرے کی سخاوت کو|معاشرے کی سچائی کو|معاشرے کی سادگی کو|معاشرے کی خود غرضی اور ابن الوقت پن کو|MIC-4_U2_T2.1.2|30
34|تشریح کے مطابق "مفلسی" انسان کو کس چیز سے محروم کر دیتی ہے؟|عزتِ نفس اور خود داری کے مظاہرے سے|کتابیں پڑھنے سے|گھومنے پھرنے سے|کھانا کھانے سے|عزتِ نفس اور خود داری کے مظاہرے سے|MIC-4_U2_T2.1.2|30
