id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|میر تقی میر کی غزل "نازکی اس کے لب کی کیا کہیے" میں فنی محاسن کا بنیادی عنصر کیا ہے؟|تشبیہات کی نزاکت اور سادگیِ بیان|صرف مشکل فارسی تراکیب|صرف قافیہ پیمائی|تاریک اور پیچیدہ الفاظ|تشبیہات کی نزاکت اور سادگیِ بیان|MIC-4_U2_T2.2.2|30
2|غزل کے مطلع میں ہونٹ کو گلاب کی پنکھڑی سے تشبیہ دینا کس فنکارانہ کمال کو ظاہر کرتا ہے؟|تشبیہِ حسی اور جمالیاتی پرکاری|استعارہِ بعیدہ|صنعتِ تضاد|صنعتِ ایہام|تشبیہِ حسی اور جمالیاتی پرکاری|MIC-4_U2_T2.2.2|30
3|شعر "ہستی اپنی حباب کی سی ہے / یہ نمائش سراب کی سی ہے" کی تشریح کا بنیادی فکری و فنی پہلو کیا ہے؟|دنیا کی ناپائیداری اور عارضی ہونے کا بیان|صرف بارش کا بیان|دولت کی تعریف|سفر کی دشواری|دنیا کی ناپائیداری اور عارضی ہونے کا بیان|MIC-4_U2_T2.2.2|30
4|میر نے اس غزل میں "ردیف" (کی سی ہے) کا استعمال کر کے کون سا فنی اثر پیدا کیا ہے؟|صوتی ترنم اور نغمگی میں اضافہ|بوجھل پن|بے ربطی|تکرار کی خرابی|صوتی ترنم اور نغمگی میں اضافہ|MIC-4_U2_T2.2.2|30
5|شعر "چشمِ دل کھول اس بھی عالم پر / یاں کی اوقات خواب کی سی ہے" میں "چشمِ دل" کا استعارہ کس کی طرف اشارہ کرتا ہے؟|باطنی بصیرت اور معرفت|ظاہری آنکھ|خواب کی دنیا|سیاسی شعور|باطنی بصیرت اور معرفت|MIC-4_U2_T2.2.2|30
6|شعر "بار بار اس کے در پہ جاتا ہوں / حالت اب اضطراب کی سی ہے" میں عاشق کے کس رویے کی فصیح عکاسی ہوئی ہے؟|عشق کی بے اختیاری اور جذباتی اضطراب|حساب کتاب کرنا|غصہ دکھانا|دشمنی رکھنا|عشق کی بے اختیاری اور جذباتی اضطراب|MIC-4_U2_T2.2.2|30
7|شعر "آتشِ غم میں دل بھنا شاید / دیر سے بو کباب کی سی ہے" میں کون سی صنعت یا شائرانہ مضمون ہے؟|صنعتِ حسنِ تعلیل اور احساسِ سوز و گداز|صنعتِ تضاد|صنعتِ لف و نشر|صنعتِ تجاہلِ عارفانہ|صنعتِ حسنِ تعلیل اور احساسِ سوز و گداز|MIC-4_U2_T2.2.2|30
8|میر کی اس غزل کا اسلوبِ بیان کیسا ہے؟|سہلِ ممتنع، یعنی بظاہر سادہ لیکن داخلی اثر سے پر|انتہائی پیچیدہ اور بوجھل|صرف ناصحانہ و خشکا|صرف مزاحیہ|سہلِ ممتنع، یعنی بظاہر سادہ لیکن داخلی اثر سے پر|MIC-4_U2_T2.2.2|30
9|شعر "میں نے کہا کہ گل کو ہے ترے ساتھ ثبات / بولا کہ یہ ادا ہے صبا کی سی ہے" میں کون सा اندازِ گفتگو پایا جاتا ہے؟|سوال و جواب یا مکالماتی انداز|رزمیہ انداز|خطابیہ انداز|بیانیہ کہانی|سوال و جواب یا مکالماتی انداز|MIC-4_U2_T2.2.2|30
10|مقطع "میر ان نیم باز آنکھوں میں / ساری مستی شراب کی سی ہے" میں میر نے کس چیز کا جمالیاتی مرقع کھینچا ہے؟|محبوب کے مخمور اور نیم باز آنکھوں کے سحر کا|شراب خانے کا|صرف اپنی شاعری کا|رات کی تاریکی کا|محبوب کے مخمور اور نیم باز آنکھوں کے سحر کا|MIC-4_U2_T2.2.2|30
11|میر کے کلام کے "فنی محاسن" میں کس چیز کو اولیت حاصل ہے؟|جذبے کی سچائی، سوز و گداز اور روانی|صرف لفظی ثقالت|قواعد کی بے جا نمائش|فارسی الفاظ کی بھر مار|جذبے کی سچائی، سوز و گداز اور روانی|MIC-4_U2_T2.2.2|30
12|اس غزل میں استعمال ہونے والی بحر کی فنی خصوصیت کیا ہے؟|سلیس، موزوں اور دھیمے ترنم سے آراستہ|غیر موزوں|بوجھل اور خشک|رزمیہ اور تیز|سلیس، موزوں اور دھیمے ترنم سے آراستہ|MIC-4_U2_T2.2.2|30
13|تشریح کے مطابق میر نے انسان کی زندگی کو "حباب" سے کیوں تشبیہ دی؟|کیونکہ بلبلے کی طرح انسان کی زندگی بھی پل بھر میں ختم ہو سکتی ہے|کیونکہ انسان پانی میں رہتا ہے|کیونکہ انسان گول ہوتا ہے|کیونکہ بلبلا طاقتور ہوتا ہے|کیونکہ بلبلے کی طرح انسان کی زندگی بھی پل بھر میں ختم ہو سکتی ہے|MIC-4_U2_T2.2.2|30
14|میر نے اس غزل میں "سراب" کا استعارہ کس کے لیے استعمال کیا ہے؟|دنیا کی فریب نظر اور ناپائیدار رونقوں کے لیے|سفر کے راستے کے لیے|سچے پانی کے لیے|محبوب کے زلف کے لیے|دنیا کی فریب نظر اور ناپائیدار رونقوں کے لیے|MIC-4_U2_T2.2.2|30
15|غزل کی تشریح کے لحاظ سے میر کی شاعری میں "دہلی کی بربادی" کا اثر کس صورت میں دکھائی دیتا ہے؟|غمِ ذات اور غمِ کائنات کے حسین امتزاج میں|صرف سیاسی بیان میں|صرف مزاح میں|صرف غیر ملکی ذکر میں|غمِ ذات اور غمِ کائنات کے حسین امتزاج میں|MIC-4_U2_T2.2.2|30
16|میر کے کلام میں "نشتر" کی صفت اس غزل میں کس وجہ سے دکھائی دیتی ہے؟|اشعار کے گہرے، درد ناک اور دل میں اتر جانے والے تاثر سے|مشکل الفاظ سے|لمبی بحر سے|تخلص کی تکرار سے|اشعار کے گہرے، درد ناک اور دل میں اتر جانے والے تاثر سے|MIC-4_U2_T2.2.2|30
17|اس غزل کے تمام اشعار میں کون سا بنیادی صوتی آہنگ پھیلا ہوا ہے؟|دھیما اور حزن انگیز آہنگ|پرشور اور نعرہ بازی والا آہنگ|صرف رزمیہ نغمہ|غیر نغماتی لہجہ|دھیما اور حزن انگیز آہنگ|MIC-4_U2_T2.2.2|30
18|غزل کے اشعار میں "تشبیہ" کا استعمال کس لیے کیا گیا ہے؟|مضمون کو خوبصورت، واضح اور مؤثر بنانے کے لیے|شعر کو مشکل بنانے کے لیے|قافیہ چھپانے کے لیے|ردیف کو ہٹانے کے لیے|مضمون کو خوبصورت، واضح اور مؤثر بنانے کے لیے|MIC-4_U2_T2.2.2|30
