id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|خواجہ حیدر علی آتش کی غزل گوئی کا بنیادی اسلوب کیا ہے؟|مرصع سازی، زبان کی صفائی اور شوخی|قنوطیت اور شدید مایوسی|صرف فلسفیانہ پیچیدگی|صرف داستان گوئی|مرصع سازی، زبان کی صفائی اور شوخی|MIC-4_U3_T3.1.2|30
2|آتش کی غزل "سن تو سہی جہاں میں ہے تیرا فسانہ کیا" کی تشریح کا مرکزی خیال کیا ہے؟|محبوب کی عالمگیر مقبولیات، حسن اور عاشق کی خود داری|دنیا کا خاتمہ|جنگ کی ہولناکی|معاشی ترقی|محبوب کی عالمگیر مقبولیات، حسن اور عاشق کی خود داری|MIC-4_U3_T3.1.2|30
3|آتش کے اسلوب میں "مرصع سازی" کا کیا مفہوم ہے؟|الفاظ کو نگینوں کی طرح مصرعوں میں خوبصورتی سے جڑنا|سونا گھڑنا|عمارتیں بنانا|کتابیں چھاپنا|الفاظ کو نگینوں کی طرح خوبصورتی سے جڑنا|MIC-4_U3_T3.1.2|30
4|شعر "کہتی ہے تجھ کو خلقِ خدا غائبانہ کیا" کی تشریح کے مطابق لوگ محبوب کے بارے میں کیا کرتے ہیں؟|اس کے حسن کے چرچے اور داستانیں بیان کرتے ہیں|اس کی شکایت کرتے ہیں|اس سے ڈرتے ہیں|اسے بھول جاتے ہیں|اس کے حسن کے چرچے اور داستانیں بیان کرتے ہیں|MIC-4_U3_T3.1.2|30
5|آتش کی غزل کے اسلوب کا ایک نمایاں وصف "مردانہ پن" ہے، اس سے کیا مراد ہے؟|باوقار، خود دار اور باہمت اندازِ بیان|روتا ہوا اور عاجزانہ انداز|بددعا دینا|بزدلی کا اظہار|باوقار، خود دار اور باہمت اندازِ بیان|MIC-4_U3_T3.1.2|30
6|شعر "پیغام بر نہ دل کو بنا غافلانہ کیا" کی تشریح کے مطابق آتش اپنے دل کو کیا بنانے سے منع کرتے ہیں؟|بے خبر قاصد یا پیغام بر|دشمن|بادشاہ|قاضی|بے خبر قاصد یا پیغام بر|MIC-4_U3_T3.1.2|30
7|آتش کے اسلوبِ غزل گوئی میں "نشاطیہ عنصر" کا کیا مطلب ہے؟|زندہ دلی، سرخوشی اور مسرت کا اظہار|ماتم اور غم|موت کا خوف|صرف ناصحانہ رویہ|زندہ دلی، سرخوشی اور مسرت کا اظہار|MIC-4_U3_T3.1.2|30
8|شعر "کیا شمع کے حضور میں پروانہ آئے ہے" میں کس شائرانہ حقیقت کی تشریح کی گئی ہے؟|عشق میں خاموش فنائیت اور ادب کا احترام|شمع کی گرمی|پرندوں کا اڑنا|جنگ کا ماحول|عشق میں خاموش فنائیت اور ادب کا احترام|MIC-4_U3_T3.1.2|30
9|آتش کے کلام میں زبان کی کون سی خوبی اسلوب کو ممتاز بناتی ہے؟|لکھنوی روزمرہ، فصاحت اور صفائی|صرف سخت عربی الفاظ|غیر مانوس ترامیم|سنسکرت کے الفاظ|لکھنوی روزمرہ، فصاحت اور صفائی|MIC-4_U3_T3.1.2|30
10|شعر "بے سجدہ سوئے کعبہ نہ جا زاہدانہ کیا" کی تشریح سے کس بات کا درس ملتا ہے؟|عبادت میں سچے جذبے اور خلوص کا، صرف ظاہری زہد کا نہیں|صرف سفر کرنے کا|عبادت ترک کرنے کا|پیسے کمانے کا|عبادت میں سچے جذبے اور خلوص کا، صرف ظاہری زہد کا نہیں|MIC-4_U3_T3.1.2|30
11|آتش کی غزلوں کی نغمگی کا راز کس چیز میں مضمر ہے؟|الفاظ کی متوازن نشست اور ترنم ریز بحور کا انتخاب|مشکل الفاظ لانا|طویل مصرعے بنانا|قافیہ نہ ملانا|الفاظ کی متوازن نشست اور ترنم ریز بحور کا انتخاب|MIC-4_U3_T3.1.2|30
12|شعر "مقصود گردِ راہِ طلب ہے خزانہ کیا" میں "خزانہ" کی جگہ کس چیز کو برتری دی گئی ہے؟|عشق کی راہ کی خاک (گردِ راہ) کو|مال و دولت کو|شاہی تاج کو|زمین کو|عشق کی راہ کی خاک (گردِ راہ) کو|MIC-4_U3_T3.1.2|30
13|آتش کی غزل میں "کافر" کے استعارے سے کیا مراد ہے؟|محبوب کا سنگ دل اور بے پروا ہونا|غیر مسلم ہونا|دشمن ہونا|جنگجو ہونا|محبوب کا سنگ دل اور بے پروا ہونا|MIC-4_U3_T3.1.2|30
14|اسلوب کے اعتبار سے آتش نے اپنی غزل میں کس قسم کے الفاظ سے سخت پرہیز کیا ہے؟|متروک، غیر فصیح اور بوجھل الفاظ سے|سادہ الفاظ سے|شیریں الفاظ سے|موسیقیت سے|متروک، غیر فصیح اور بوجھل الفاظ سے|MIC-4_U3_T3.1.2|30
15|شعر "پوچھ اس سے جو کہ زلف کا تیرا اسیر ہے" کی تشریح کے مطابق زلف کا اسیر ہونا کیا ظاہر کرتا ہے؟|عشق کی پیچیدگیوں میں گرفتار ہونا|جیل میں ہونا|سفر پر ہونا|بیمار ہونا|عشق کی پیچیدگیوں میں گرفتار ہونا|MIC-4_U3_T3.1.2|30
16|آتش کے کلام کی اسلوبیاتی خصوصیت "استادانہ صفائی" کا کیا مطلب ہے؟|کلام کا ہر عیب سے پاک اور رواں ہونا|صرف کاغذ کی صفائی|قواعد کی بے جا نمائش|مختصر لکھنا|کلام کا ہر عیب سے پاک اور رواں ہونا|MIC-4_U3_T3.1.2|30
17|غزل کے مقطع "اے آتش! اس کے سامنے جا کر..." کی تشریح کا بنیادی نکتہ کیا ہے؟|محبوب کے حضور ادب اور کلام کے سلیقے کا مظاہرہ|اپنی شاعری پر غرور|دشمن پر حملہ|سفر کا اختتام|محبوب کے حضور ادب اور کلام کے سلیقے کا مظاہرہ|MIC-4_U3_T3.1.2|30
18|آتش کی غزل میں عاشق کا رویہ میر تقی میر کے عاشق سے کس طرح مختلف ہے؟|آتش کا عاشق پرامید اور خود دار ہے، جبکہ میر کا نالہ کش ہے|آتش کا عاشق روتا ہے|آتش کا عاشق بزدل ہے|کوئی فرق نہیں|آتش کا عاشق پرامید اور خود دار ہے، جبکہ میر کا نالہ کش ہے|MIC-4_U3_T3.1.2|30
19|تشریح کی رو سے "گردِ راہِ طلب" کس چیز کی رمز ہے؟|عشق و جستجو کے راستے میں مشقت کی|صحرا کی دھول کی|بیکاری کی|سفر کی تھکان کی|عشق و جستجو کے راستے میں مشقت کی|MIC-4_U3_T3.1.2|30
20|آتش کے اسلوب میں "ایجاز و اختصار" کا کیا مقام ہے؟|کم سے کم الفاظ میں مکمل معنوی اثر پیدا کرنا|طویل کہانی لکھنا|الفاظ کا ضیاع کرنا|شعر ادھورا چھوڑنا|کم سے کم الفاظ میں مکمل معنوی اثر پیدا کرنا|MIC-4_U3_T3.1.2|30
21|غزل میں استعمال ہونے والے قافیے (فسانہ، غائبانہ، غافلانہ) کس صوتی کیفیت کو جنم دیتے ہیں؟|ترنم اور آہنگ کی ہم نوائی|بے ربطی|بوجھل پن|سختی|ترنم اور آہنگ کی ہم نوائی|MIC-4_U3_T3.1.2|30
22|شعر "بتلا کہ تجھ کو چاہیے کافر نشانہ کیا" کی تشریح میں "نشانہ" کس چیز کو کہا گیا ہے؟|عاشق کے دل اور اس کے جذبات کو|شکار کے پرندے کو|تیر کے ہدف کو|دیوار کو|عاشق کے دل اور اس کے جذبات کو|MIC-4_U3_T3.1.2|30
23|آتش کی غزل گوئی کا بنیادی مقصد کیا دکھائی دیتا ہے؟|جمالیاتی خوشی، زبان کی فصاحت اور جذبے کا اظہار|صرف سیاسی جنگ|صرف پیسے کمانا|صرف مذہبی تقریر|جمالیاتی خوشی، زبان کی فصاحت اور جذبے کا اظہار|MIC-4_U3_T3.1.2|30
24|آتش کے اسلوب کو "طرزِ آتش" کیوں کہا جاتا ہے؟|ان کے شوخ، رواداری اور استادانہ چٹپٹے اندازِ بیان کی وجہ سے|ان کے گرم مزاج کی وجہ سے|ان کی جنگجوئی کی وجہ سے|ان کے نام کی وجہ سے|ان کے شوخ، رواداری اور استادانہ چٹپٹے اندازِ بیان کی وجہ سے|MIC-4_U3_T3.1.2|30
25|تشریح کے مطابق آتش کے نزدیک "زاہدانہ کعبہ جانا" کیوں بے کار ہے؟|اگر دل میں سچا سجدہ اور عقیدت موجود نہ ہو|اگر سفر طویل ہو|اگر پیسے نہ ہوں|اگر موسم خراب ہو|اگر دل میں سچا سجدہ اور عقیدت موجود نہ ہو|MIC-4_U3_T3.1.2|30
26|آتش کے کلام میں "رعایتِ لفظی" کا استعمال کس حد تک ہے؟|متوازن اور کلام کے حسن کو بڑھانے والا|حد سے زیادہ بوجھل|بالکل نہیں ہے|صرف قواعد کے لیے|متوازن اور کلام کے حسن کو بڑھانے والا|MIC-4_U3_T3.1.2|30
27|شعر "سن تو سہی جہاں میں ہے تیرا فسانہ کیا" کا لحن اور لہجہ کیسا ہے؟|شوخ، پرتاثر اور محاوراتی|غمناک اور روتا ہوا|غصیلا|غیر سنجیدہ|شوخ، پرتاثر اور محاوراتی|MIC-4_U3_T3.1.2|30
28|آتش کی اس غزل میں "شمع اور پروانہ" کی تمثیل کس لیے لائی گئی ہے؟|سچّے عاشق کی خاموش اور پروقار قربانی دکھانے کے لیے|روشنی کی تعریف کے لیے|سائنس سکھانے کے لیے|گرمی کا احساس بتانے کے لیے|سچّے عاشق کی خاموش اور پروقار قربانی دکھانے کے لیے|MIC-4_U3_T3.1.2|30
29|آتش کے اسلوب میں "برجستگی" کا کیا اثر ہوتا ہے؟|شعر فوراً قاری کے ذہن پر اثر انداز ہوتا ہے|شعر سمجھ نہیں آتا|شعر پڑھنا مشکل ہوتا ہے|شعر بے معنی لگتا ہے|شعر فوراً قاری کے ذہن پر اثر انداز ہوتا ہے|MIC-4_U3_T3.1.2|30
30|تشریح کے مطابق آتش نے اس غزل میں عشق کو کس نظر سے دیکھا ہے؟|ایک باوقار، دلاویز اور سرشار کر دینے والے تجربے کے طور پر|ایک بلا اور مصیبت کے طور پر|ایک کاروباری نقصان کے طور پر|ایک عارضی کھیل کے طور پر|ایک باوقار، دلاویز اور سرشار کر دینے والے تجربے کے طور پر|MIC-4_U3_T3.1.2|30
31|آتش کے کلام کو پڑھ کر دبستانِ لکھنؤ کے کس مثبت پہلو کا اندازہ ہوتا ہے؟|زبان کی فصاحت اور روزمرہ کا خوبصورت استعمال|عریانیت|ماتم داری|تکلف اور بناوٹ|زبان کی فصاحت اور روزمرہ کا خوبصورت استعمال|MIC-4_U3_T3.1.2|30
32|شعر "پیغام بر نہ دل کو بنا غافلانہ کیا" کی فکری تشریح کیا ہے؟|دل کے اندرونی معاملے میں کسی تیسرے شخص کو شامل نہ کرنا|خط نہ لکھنا|قاصد کو پیسے نہ دینا|پیغام نہ بھیجنا|دل کے اندرونی معاملے میں کسی تیسرے شخص کو شامل نہ کرنا|MIC-4_U3_T3.1.2|30
