id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|نازکی اس کے لب کی کیا کہیے / پنکھڑی اک ________ کی سی ہے۔ اس مصرع میں خالی جگہ پور کریں۔|گلاب|کمل|چنبلی|نرگس|گلاب|MIC-4_U2_T2.2.1|30
2|غزل "نازکی اس کے لب کی کیا کہیے" کس عظیم غزل گو شاعر کی تخلیق ہے؟|میر تقی میر|مرزا غالب|خواجہ میر درد|ولی دکنی|میر تقی میر|MIC-4_U2_T2.2.1|30
3|میر تقی میر کی اس غزل کا بنیادی موضوع کیا ہے؟|محبوب کے حسن و نزاقت اور عاشق کی بے بصر و بدحالی|درباری تعریف|سیاسی انقلاب|سائنسی معلومات|محبوب کے حسن و نزاقت اور عاشق کی بے بصر و بدحالی|MIC-4_U2_T2.2.1|30
4|شعر "نازکی اس کے لب کی کیا کہیے / پنکھڑی اک گلاب کی سی ہے" میں کون سی صنعت استعمال ہوئی ہے؟|صنعتِ تشبیہ|صنعتِ استعارہ|صنعتِ تضاد|صنعتِ حسنِ تعلیل|صنعتِ تشبیہ|MIC-4_U2_T2.2.1|30
5|اس غزل کی ردیف کیا ہے؟|کی سی ہے|کہیے|ہے|لب کی|کی سی ہے|MIC-4_U2_T2.2.1|30
6|غزل کے مطلع میں میر نے محبوب کے ہونٹوں کی نازکی کو کس سے تشبیہ دی ہے؟|گلاب کی پنکھڑی سے|چاند کی چاندنی سے|موتی سے|شراب کی پیالی سے|گلاب کی پنکھڑی سے|MIC-4_U2_T2.2.1|30
7|شعر: "چشمِ دل کھول اس بھی عالم پر / یاں کی اوقات ________ کی سی ہے" میں خالی جگہ کیا ہے؟|خواب|آب|سراب|گلاب|خواب|MIC-4_U2_T2.2.1|30
8|میر نے دنیا کی حقیقت اور یہاں کے وقت کو کس سے تشبیہ دی ہے؟|خواب سے|پتھر سے|پہاڑ سے|دریا سے|خواب سے|MIC-4_U2_T2.2.1|30
9|شعر: "بار بار اس کے در پہ جاتا ہوں / حالت اب ________ کی سی ہے" میں خالی جگہ بھریں۔|اضطراب|خراب|حباب|کباب|اضطراب|MIC-4_U2_T2.2.1|30
10|محبوب کے در پر بار بار جانے سے عاشق کی کیسی حالت ظاہر ہوتی ہے؟|بے تابی اور اضطراب کی حالت|غصے کی حالت|خوشی کی حالت|غرور کی حالت|بے تابی اور اضطراب کی حالت|MIC-4_U2_T2.2.1|30
11|شعر: "میں نے کہا کہ گل کو ہے ترے ساتھ ________ / بولا کہ یہ ادا ہے صبا کی سی ہے" میں خالی جگہ کیا ہے؟|ثبات|نسبت|محبت|حسد|ثبات|MIC-4_U2_T2.2.1|30
12|شعر: "میر ان نیم باز آنکھوں میں / ساری مستی ________ کی سی ہے" کس کی غزل کا مقطع ہے؟|میر تقی میر|مرزا غالب|مومن خان مومن|خواجہ حیدر علی آتش|میر تقی میر|MIC-4_U2_T2.2.1|30
13|مقطع میں میر نے محبوب کی "نیم باز آنکھوں" کی مستی کو کس سے تشبیہ دی ہے؟|شراب سے|شہد سے|پانی سے|نبات سے|شراب سے|MIC-4_U2_T2.2.1|30
14|لفظ "نیم باز" کا لغوی معنی کیا ہے؟|آدھی کھلی ہوئی|مکمل بند|تیز نظر|بیمار آنکھ|آدھی کھلی ہوئی|MIC-4_U2_T2.2.1|30
15|غزل "نازکی اس کے لب کی کیا کہیے" میں کون سے قوافی استعمال ہوئے ہیں؟|گلاب، خواب، اضطراب، کباب، شراب|بہار، قرار، دیار، نگار|پھول، دھول، ملول، قبول|دل، بسمل، محفل، ساحل|گلاب، خواب، اضطراب، کباب، شراب|MIC-4_U2_T2.2.1|30
16|شعر: "آتشِ غم میں دل بھنا شاید / دیر سے بو ________ کی سی ہے" میں خالی جگہ پور کریں۔|کباب|گلاب|حباب|شراب|کباب|MIC-4_U2_T2.2.1|30
17|غم کی آگ میں دل جلنے پر میر نے کس چیز کی بو آنے کا ذکر کیا ہے؟|کباب کی بو|پھول کی بو|عطر کی بو|دھوئیں کی بو|کباب کی بو|MIC-4_U2_T2.2.1|30
