id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|لفظ "غزل" کے لغوی معنی کیا ہیں؟|عورتوں سے باتیں کرنا یا عورتوں کی باتیں کرنا|جنگ و جدل کے حالات بیان کرنا|بادشاہوں کی مدح و ثنا کرنا|اخلاقی نصائح اور پند بیان کرنا|عورتوں سے باتیں کرنا یا عورتوں کی باتیں کرنا|MIC-4_U1_T1.1.1|30
2|غزل کے لغوی معنی ہرن کی کس حالت سے منسوب کیے جاتے ہیں؟|ہرن کی تیز رفتاری|خوفزدہ ہرن کے منہ سے نکلنے والی دردناک چیخ|ہرن کی خوبصورتی|ہرن کا شکار کرنا|خوفزدہ ہرن کے منہ سے نکلنے والی دردناک چیخ|MIC-4_U1_T1.1.1|30
3|اصطلاحِ شعر میں غزل کسے کہتے ہیں؟|وہ صنف جس کے پہلے شعر کے دونوں مصرعے اور باقی اشعار کے دوسرے مصرعے ہم قافیہ و ہم ردیف ہوں|وہ نظم جس میں کوئی مسلسل کہانی بیان کی جائے|جس میں کسی کی تعریف یا ہجو کی جائے|وہ صنف جس کے تمام مصرعے برابر نہ ہوں|وہ صنف جس کے پہلے شعر کے دونوں مصرعے اور باقی اشعار کے دوسرے مصرعے ہم قافیہ و ہم ردیف ہوں|MIC-4_U1_T1.1.1|30
4|غزل کی اصل کس قدیم صنفِ سخن سے تسلیم کی جاتی ہے؟|قصیدہ|مثنوی|مرثیہ|رباعی|قصیدہ|MIC-4_U1_T1.1.1|30
5|قصیدے کے کس ابتدائی حصے سے غزل نے مستقل صنف کی شکل اختیار کی؟|تشبیب|گریز|مدح|دعا|تشبیب|MIC-4_U1_T1.1.1|30
6|غزل کے پہلے شعر کو کیا کہا جاتا ہے؟|مطلع|مقطع|حسنِ مطلع|شاه بیت|مطلع|MIC-4_U1_T1.1.1|30
7|لفظ "مطلع" کے لغوی معنی کیا ہیں؟|طلوع ہونے یا نکلنے کی جگہ|ختم ہونے کی جگہ|بیان کرنے کی جگہ|گرنے کی جگہ|طلوع ہونے یا نکلنے کی جگہ|MIC-4_U1_T1.1.1|30
8|غزل میں مطلع کے لیے کیا شرط لازمی ہے؟|دونوں مصرعے ہم قافیہ اور ہم ردیف ہوں|صرف پہلا مصرع ہم قافیہ ہو|صرف دوسرا مصرع ہم قافیہ ہو|کسی قافیہ کی ضرورت نہیں|دونوں مصرعے ہم قافیہ اور ہم ردیف ہوں|MIC-4_U1_T1.1.1|30
9|اگر کسی غزل میں پہلے مطلع کے بعد دوسرا مطلع بھی آئے تو اسے کیا کہتے ہیں؟|حسنِ مطلع یا مطلعِ ثانی|مقطع|شاه بیت|مطلعِ ثالث|حسنِ مطلع یا مطلعِ ثانی|MIC-4_U1_T1.1.1|30
10|غزل کے آخری شعر کو کیا کہتے ہیں جس میں شاعر اپنا تخلص استعمال کرتا ہے؟|مقطع|مطلع|حسنِ مطلع|بیت الغزل|مقطع|MIC-4_U1_T1.1.1|30
11|لفظ "مقطع" کے لغوی معنی کیا ہیں؟|کاٹنے یا ختم کرنے کی جگہ|شروع کرنے کی جگہ|لکھنے کی جگہ|پڑھنے کی جگہ|کاٹنے یا ختم کرنے کی جگہ|MIC-4_U1_T1.1.1|30
12|اگر غزل کے آخری شعر میں شاعر کا تخلص موجود نہ ہو تو اسے کیا کہا جائے گا؟|صرف آخری شعر|مقطع|مطلع|حسنِ مقطع|صرف آخری شعر|MIC-4_U1_T1.1.1|30
