id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|ولی دکنی کو اردو غزل گوئی کی تاریخ میں کس خصوصیت کی بنا پر ممتاز مقام حاصل ہے؟|شاعرانہ اوصاف اور اسلوبِ بیان کی ندرت|صرف رزمیہ شاعری|صرف فارسی تراکیب|مرثیہ نگاری|شاعرانہ اوصاف اور اسلوبِ بیان کی ندرت|MIC-4_U2_T2.1.3|30
2|ولی دکنی کی شاعری کا سب سے اہم اور بنیادی وصف کیا مانا جاتا ہے؟|جماليات اور حسن و عشق کی دلکش ترسیل|قنوطیت اور شدید مایوسی|صرف جنگ و جدل کا بیان|طنز و مزاح|جماليات اور حسن و عشق کی دلکش ترسیل|MIC-4_U2_T2.1.3|30
3|ولی دکنی کے کلام میں کون سی کیفیت سب سے زیادہ ابھر کر سامنے آتی ہے؟|نشاطیہ انداز اور سرور و ترنم|غم و الم اور رواداری کی کمی|خشک وعظ گوئی|شدید حزن|نشاطیہ انداز اور سرور و ترنم|MIC-4_U2_T2.1.3|30
4|ولی کی غزل کی زبان کے سلسلے میں ان کا سب سے بڑا شائستہ وصف کیا ہے؟|دکنی اور شمالی ہند کی لسانی چاشنی کا متوازن امتزاج|صرف سنسکرت کا استعمال|صرف عربی الفاظ کی بھر مار|غیر فصیح الفاظ کا استعمال|دکنی اور شمالی ہند کی لسانی چاشنی کا متوازن امتزاج|MIC-4_U2_T2.1.3|30
5|ولی دکنی کو "بابائے آدم" کے نام سے کس نے یا کس اعتبار سے یاد کیا جاتا ہے؟|اردو غزل کا پہلا مستند اور باقاعدہ استاد ہونے کے ناطے|صرف قصیدہ گو ہونے پر|ناول نگار ہونے پر|ڈراما نگار ہونے پر|اردو غزل کا پہلا مستند اور باقاعدہ استاد ہونے کے ناطے|MIC-4_U2_T2.1.3|30
6|ولی دکنی کی شاعری کا محبوب کیسا ہے؟|جسمانی حسن کا حامل، متحرک اور جیوتا محبوب|صرف خیالی اور مجرد فرشتہ|سفاک دشمن|تجارتی شریک|جسمانی حسن کا حامل، متحرک اور جیوتا محبوب|MIC-4_U2_T2.1.3|30
7|ولی نے اپنے کلام میں تصوف کو کس انداز میں شامل کیا؟|عشقِ حقیقی اور صوفیانہ خیالات کا پاکیزہ رنگ ملا کر|صرف خشک ناصحانہ وعظ سے|فلسفیانہ الجھنیں بنا کر|تصوف کا انکار کر کے|عشقِ حقیقی اور صوفیانہ خیالات کا پاکیزہ رنگ ملا کر|MIC-4_U2_T2.1.3|30
8|ولی کی غزل گوئی کا معنوی وصف "روانی" کس سے پیدا ہوتا ہے؟|سلیس الفاظ، ترنم اور موسیقیت سے|مشکل اور بوجھل تراکیب سے|لمبی اور غیر مربوط بحور سے|صرف قافیہ پیمائی سے|سلیس الفاظ، ترنم اور موسیقیت سے|MIC-4_U2_T2.1.3|30
9|ولی دکنی نے عاشق کا کردار کس روپ میں پیش کیا ہے؟|سرشار، باوقار اور پرامید عاشق|روتا ہوا اور ذلیل عاشق|بزدل اور خوفزدہ شخص|جابر انسان|سرشار، باوقار اور پرامید عاشق|MIC-4_U2_T2.1.3|30
10|ولی کے کلام میں تشبیہات اور استعارات کی کیا خصوصیت ہے؟|فطری، دلکش، سادہ اور جدید|انتہائی پیچیدہ اور معمہ نما|سخت اور غیر مانوس|عربی کی نراقل|فطری، دلکش، سادہ اور جدید|MIC-4_U2_T2.1.3|30
11|ولی دکنی نے اردو غزل کو کس غیر ملکی زبان کے شائستہ اسالیب سے روشناس کرایا؟|فارسی غزل کی نازک خیالی سے|انگریزی نظم سے|فرانسیسی ادب سے|ترکی قصائد سے|فارسی غزل کی نازک خیالی سے|MIC-4_U2_T2.1.3|30
12|ولی کی شاعری کو کس صفت کی وجہ سے "مرصع سازی" کے قریب سمجھا جاتا ہے؟|الفاظ کی باہم خوبصورت نشست اور انتخاب کی وجہ سے|صرف لمبے اشعار کہنے پر|قافیہ دہرانے پر|صرف فارسی بولنے پر|الفاظ کی باہم خوبصورت نشست اور انتخاب کی وجہ سے|MIC-4_U2_T2.1.3|30
13|ولی دکنی کے شاعرانہ اوصاف میں "سراپا نگاری" کا انداز کیسا ہے؟|شائستہ، دلکش اور حسیات کو متاثر کرنے والا|عامیانہ اور ابتذال سے پر|سخت اور خشک|غیر حقیقت پسندانہ|شائستہ، دلکش اور حسیات کو متاثر کرنے والا|MIC-4_U2_T2.1.3|30
14|ولی کی غزل میں "سوز و گداز" کا کیا رنگ ہے؟|ایک دھیما، شائستہ اور باوقار سوز|چیخ و پکار اور ماتم|سختی اور غصہ|صرف مذاق|ایک دھیما، شائستہ اور باوقار سوز|MIC-4_U2_T2.1.3|30
15|ولی دکنی نے غزل کے موضوعات کو کہاں تک وسعت دی؟|حسن و عشق کے ساتھ سماجی، اخلاقی اور معرفت کے موضوعات تک|صرف بادشاہوں کی مدح تک|صرف جنگی واقعات تک|صرف افسانوں تک|حسن و عشق کے ساتھ سماجی، اخلاقی اور معرفت کے موضوعات تک|MIC-4_U2_T2.1.3|30
16|ولی کی غزل کی ایمائیت اور اشاریت کا کیا مطلب ہے؟|بات کو اشاروں کنایوں میں مؤثر بنانا|صرف صاف اور سیدھی بات کہنا|معمہ بنانا|بات کو نامکمل چھوڑنا|بات کو اشاروں کنایوں میں مؤثر بنانا|MIC-4_U2_T2.1.3|30
17|ولی کے کلام کا صوتی وصف (Sound feature) کیا ہے؟|نغمگی، ترنم اور صوتی آہنگ|صوت کی ثقالت|ناموزونی|بے ربطی|نغمگی، ترنم اور صوتی آہنگ|MIC-4_U2_T2.1.3|30
18|ولی دکنی کی شاعری میں "مفردات اور تراکیب" کا تناسب کیسا ہے؟|فارسی تراکیب اور مقامی الفاظ کا بہترین توازن|صرف فارسی کا غلبہ|صرف سنسکرت کا غلبہ|صرف انگریزی کی آمیزش|فارسی تراکیب اور مقامی الفاظ کا بہترین توازن|MIC-4_U2_T2.1.3|30
19|ولی کے ہاں محبوب کے لباس، زیور اور حسنِ ظاہری کا بیان کس صفت کو ظاہر کرتا ہے؟|جمالیاتی حس اور جزیات نگاری کو|قنوطیت کو|زہد و تقویٰ کے بوجھ کو|بے حسی کو|جمالیاتی حس اور جزیات نگاری کو|MIC-4_U2_T2.1.3|30
20|ولی دکنی نے اردو غزل کو کس اہم برائی یا نقص سے پاک رکھا؟|ابتذال اور بے ہودگی سے|سادگی سے|سچے جذبات سے|ترنم سے|ابتذال اور بے ہودگی سے|MIC-4_U2_T2.1.3|30
21|ولی دکنی کے اسلوبِ بیان کو نقادوں نے کس نام سے یاد کیا ہے؟|طرزِ ولی یا اسلوبِ ولی|طرزِ بسمل|اسلوبِ خاقانی|طرزِ بیدل|طرزِ ولی یا اسلوبِ ولی|MIC-4_U2_T2.1.3|30
22|ولی کی شاعری کا اثر شمالی ہند کے شعرا پر کیا پڑا؟|انہوں نے ایہام اور فارسی چھوڑ کر ولی کے رنگ کو اپنایا|انہوں نے غزل کہنا چھوڑ دیا|انہوں نے ولی کی مخالفت کی|انہوں نے صرف انگریزی اپنائی|انہوں نے ایہام اور فارسی چھوڑ کر ولی کے رنگ کو اپنایا|MIC-4_U2_T2.1.3|30
23|ولی دکنی کے کلام میں کس بھارتی روایت کی چاشنی پائی جاتی ہے؟|ہندی بھاشا کی مٹھاس اور لوک گیتوں کا لمس|صرف عربی قصائد|صرف فارسی مثنوی|صرف یونانی ڈراما|ہندی بھاشا کی مٹھاس اور لوک گیتوں کا لمس|MIC-4_U2_T2.1.3|30
24|ولی کی غزل کی سب سے بڑی طاقت کیا مانی جاتی ہے؟|بے ساختگی اور داخلی جذبات کی سچائی|مصنوعی الفاظ کی نمائش|مشکل بحور کا استعمال|صرف طویل قافیے|بے ساختگی اور داخلی جذبات کی سچائی|MIC-4_U2_T2.1.3|30
25|ولی دکنی نے عشق کو انسان کے لیے کیا قرار دیا ہے؟|ارتقا، کمال اور زندگی کا اصل مقصد|ایک تباہ کن عذاب|ایک جرم|ایک وقتی کھیل|ارتقا، کمال اور زندگی کا اصل مقصد|MIC-4_U2_T2.1.3|30
26|ولی کے کلام میں "ایجاز و اختصار" کا وصف کیسے ظاہر ہوتا ہے؟|کم سے کم الفاظ میں معنوی گہرائی لا کر|طویل داستانیں لکھ کر|ایک ہی بات کو بار بار دہرا کر|بے مقصد الفاظ بھر کر|کم سے کم الفاظ میں معنوی گہرائی لا کر|MIC-4_U2_T2.1.3|30
27|ولی کی شاعری میں کس چیز کا احساس ہر جگہ تر و تازہ رہتا ہے؟|حسِ جمال اور زندگی سے محبت|موت کا خوف|جنگ کی ہولناکی|غربت کا ڈر|حسِ جمال اور زندگی سے محبت|MIC-4_U2_T2.1.3|30
28|ولی دکنی نے اپنے اشعار میں بحور کا انتخاب کیسے کیا؟|سلیس، نغمہ ریز اور متوازن بحور کا|سخت اور بوجھل بحور کا|بے وزن مصرعوں کا|طویل ترین خشک بحور کا|سلیس، نغمہ ریز اور متوازن بحور کا|MIC-4_U2_T2.1.3|30
29|ولی کے کلام کا فکری وصف "اعتدال" سے کیا مراد ہے؟|عشق، تصوف اور دنیاوی زندگی میں توازن رکھنا|صرف دنیاوی بن جانا|صرف تارک الدنیا ہونا|صرف شاعرانہ غرور دکھانا|عشق، تصوف اور دنیاوی زندگی میں توازن رکھنا|MIC-4_U2_T2.1.3|30
30|ولی کی شاعری میں رنگینیِ مضمون کا کیا مطلب ہے؟|مضامین کا تنوع اور رنگارنگی|صرف کپڑوں کے رنگ بیان کرنا|صرف پھولوں کے نام لکھنا|ایک ہی بات کی تکرار|مضامین کا تنوع اور رنگارنگی|MIC-4_U2_T2.1.3|30
31|ولی دکنی کے شعروں کی عام خصوصیت "سہلِ ممتنع" کا کیا مطلب ہے؟|وہ شعر جو دیکھنے میں آسان لیکن کہنے میں مشکل ہو|بہت مشکل شعر|بے معنی شعر|وہ شعر جس کا قافیہ نہ ہو|وہ شعر جو دیکھنے میں آسان لیکن کہنے میں مشکل ہو|MIC-4_U2_T2.1.3|30
32|ولی دکنی کے کلام میں کس صوفیانہ خیال کا اثر ملتا ہے؟|ہمہ اوست اور جلوۂ دوست کا دید|مارکسزم کا|مادیت کا|عقلیت پرستی کا|ہمہ اوست اور جلوۂ دوست کا دید|MIC-4_U2_T2.1.3|30
33|ولی کی غزل گوئی میں "صدمۂ عشق" کو کس انداز میں سہا جاتا ہے؟|صبر، شائستگی اور مسکراہٹ کے ساتھ|چیخ و پکار کر کے|بددعا دے کر|خودکشی کا سوچ کر|صبر، شائستگی اور مسکراہٹ کے ساتھ|MIC-4_U2_T2.1.3|30
34|ولی کے شاعرانہ اسلوب میں "تازگی" کا سبب کیا ہے؟|نئے استعارے اور فطری مشاہدہ|پرانی کتابوں کی من و عن نقل|نامانوس عربی الفاظ|غیر ملکی محاورے|نئے استعارے اور فطری مشاہدہ|MIC-4_U2_T2.1.3|30
35|ولی دکنی کی شاعری کو اردو غزل کا "صبحِ صادق" کیوں کہا جاتا ہے؟|کیونکہ انہوں نے غزل کو ایک نئی روشنی اور صحیح سمت دی|کیونکہ وہ صبح شعر کہتے تھے|کیونکہ ان کا نام صبح تھا|کیونکہ وہ روشنی کے تاجر تھے|کیونکہ انہوں نے غزل کو ایک نئی روشنی اور صحیح سمت دی|MIC-4_U2_T2.1.3|30
