id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|आपदा प्रबंधन में 'सरकार' की केंद्रीय भूमिका क्या है?|केवल पैसा देना|आपदा जोखिम प्रबंधन (DRM) के लिए कानूनी, नीतिगत और संस्थागत ढाँचा स्थापित करना|केवल प्रतिक्रिया में भाग लेना|केवल अंतरराष्ट्रीय एजेंसियों को नियंत्रित करना|आपदा जोखिम प्रबंधन (DRM) के लिए कानूनी, नीतिगत और संस्थागत ढाँचा स्थापित करना|AEC-3_U3_T3.5|30
2|आपदा की स्थिति में 'स्थानीय सरकार' (Local Government) की प्राथमिक जिम्मेदारी क्या है?|केवल नीति बनाना|तत्काल खोज, बचाव और राहत कार्यों का समन्वय और कार्यान्वयन|अंतरराष्ट्रीय एजेंसियों को नियंत्रित करना|केवल कानून बनाना|तत्काल खोज, बचाव और राहत कार्यों का समन्वय और कार्यान्वयन|AEC-3_U3_T3.5|30
3|अंतरराष्ट्रीय एजेंसियाँ (जैसे, UNO, WHO) आपदा प्रबंधन में क्या भूमिका निभाती हैं?|केवल राष्ट्रीय नीति बनाना|तकनीकी विशेषज्ञता, समन्वय और वित्तीय सहायता प्रदान करना|केवल स्थानीय प्रतिक्रिया|केवल निजी क्षेत्र को नियंत्रित करना|तकनीकी विशेषज्ञता, समन्वय और वित्तीय सहायता प्रदान करना|AEC-3_U3_T3.5|30
4|गैर-सरकारी संगठन (NGOs) आपदा प्रबंधन में क्या योगदान देते हैं?|केवल कानून बनाना|सामुदायिक स्तर पर सहायता, राहत, पुनर्वास और क्षमता निर्माण|केवल अंतरराष्ट्रीय नीति बनाना|केवल सरकारी नीतियों को नियंत्रित करना|सामुदायिक स्तर पर सहायता, राहत, पुनर्वास और क्षमता निर्माण|AEC-3_U3_T3.5|30
5|भारत में 'राष्ट्रीय आपदा प्रबंधन प्राधिकरण' (NDMA) का मुख्य कार्य क्या है?|केवल राहत कार्य|आपदा प्रबंधन के लिए राष्ट्रीय नीतियाँ और दिशानिर्देश तैयार करना|केवल स्थानीय प्रतिक्रिया|केवल वित्तीय सहायता देना|आपदा प्रबंधन के लिए राष्ट्रीय नीतियाँ और दिशानिर्देश तैयार करना|AEC-3_U3_T3.5|30
6|अंतरराष्ट्रीय एजेंसियों द्वारा आपदा जोखिम न्यूनीकरण (DRR) में कौन सा कार्य किया जाता है?|केवल राहत|जोखिम आकलन में तकनीकी सहायता और सर्वोत्तम प्रथाओं को साझा करना|केवल स्थानीय नीति|केवल कानून बनाना|जोखिम आकलन में तकनीकी सहायता और सर्वोत्तम प्रथाओं को साझा करना|AEC-3_U3_T3.5|30
7|NGOs का कौन सा गुण उन्हें सामुदायिक स्तर पर प्रभावी बनाता है?|केवल पैसा|स्थानीय ज्ञान, विश्वास और जमीनी स्तर पर पहुँच|केवल अंतरराष्ट्रीय विशेषज्ञता|केवल सरकारी नियंत्रण|स्थानीय ज्ञान, विश्वास और जमीनी स्तर पर पहुँच|AEC-3_U3_T3.5|30
8|आपदा की प्रतिक्रिया (Response) में 'सरकार' की कौन सी भूमिका है?|केवल योजना|संसाधनों का आवंटन, आपातकालीन घोषणा और कानून व्यवस्था बनाए रखना|केवल दान|केवल गपशप करना|संसाधनों का आवंटन, आपातकालीन घोषणा और कानून व्यवस्था बनाए रखना|AEC-3_U3_T3.5|30
9|UNICEF जैसी अंतरराष्ट्रीय एजेंसी आपदा के बाद किस क्षेत्र में विशेषज्ञता प्रदान करती है?|केवल वित्तीय बाजार|बच्चों और महिलाओं का संरक्षण, और शिक्षा की बहाली|केवल सैन्य सहायता|केवल पुल निर्माण|बच्चों और महिलाओं का संरक्षण, और शिक्षा की बहाली|AEC-3_U3_T3.5|30
10|NGOs किस चरण में 'क्षमता निर्माण' (Capacity Building) में योगदान देते हैं?|केवल प्रतिक्रिया|आपदा से पहले (तैयारी और शमन)|केवल पुनर्प्राप्ति|केवल पुनर्निर्माण|आपदा से पहले (तैयारी और शमन)|AEC-3_U3_T3.5|30
