id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|اردو غزل کا باقاعدہ آغاز کس خطے سے مانا جاتا ہے؟|دکن|شمالی ہند|پنجاب|بنگال|دکن|MIC-4_U1_T1.1.2|30
2|اردو کے پہلے صاحبِ دیوان شاعر کون تسلیم کیے جاتے ہیں؟|سراج اورنگ آبادی|محمد قلی قطب شاہ|ولی دکنی|میر تقی میر|محمد قلی قطب شاہ|MIC-4_U1_T1.1.2|30
3|شمالی ہند اور دکن کے درمیان غزل کا لسانی و ادبی پل کس نے بنایا؟|ولی دکنی|غالب|میر درد|خواجہ حیدر علی آتش|ولی دکنی|MIC-4_U1_T1.1.2|30
4|ولی دکنی کا دیوان کس سن میں دہلی پہنچا جس سے شمالی ہند میں غزل کا باقاعدہ رواج ہوا؟|1700ء|1720ء|1750ء|1780ء|1720ء|MIC-4_U1_T1.1.2|30
5|ولی دکنی کی دہلی آمد کے وقت مغل سلطنت کا بادشاہ کون تھا؟|محمد شاہ رنگیلا|اورنگزیب عالمگیر|شاہ عالم ثانی|بہادر شاہ ظفر|محمد شاہ رنگیلا|MIC-4_U1_T1.1.2|30
6|اردو غزل کی تاریخ میں اٹھارویں صدی (میر و سودا کے دور) کو کیا کہا جاتا ہے؟|عہدِ زریں|زوال کا دور|ابتدائی دور|جدید ترین دور|عہدِ زریں|MIC-4_U1_T1.1.2|30
7|سراج اورنگ آبادی کا تعلق کس علاقے کی غزل گوئی سے تھا؟|دکن|دہلی|لکھنؤ|عظیم آباد|دکن|MIC-4_U1_T1.1.2|30
8|دہلی میں ایہام گوئی کی تحریک کو ختم کرنے اور زبان کو صاف کرنے میں کس کا بڑا ہاتھ تھا؟|شاہ حاتم اور مرزا مظہر جانِ جاناں|قلی قطب شاہ|مصحفی|ناسخ|شاہ حاتم اور مرزا مظہر جانِ جاناں|MIC-4_U1_T1.1.2|30
9|اردو غزل میں "خدائے سخن" کا لقب کس عظیم شاعر کو ملا؟|میر تقی میر|مرزا غالب|خواجہ میر درد|شیخ ابراہیم ذوق|میر تقی میر|MIC-4_U1_T1.1.2|30
10|تصوف اور صوفیانہ خیالات کا پاکیزہ ترین اظہار کس دہلوی غزل گو کے ہاں ملتا ہے؟|خواجہ میر درد|مرزا سودا|جرات|انشا|خواجہ میر درد|MIC-4_U1_T1.1.2|30
