id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|ولی دکنی کی مشہور غزل "مفلسی سب بہار کھوتی ہے" کا بنیادی موضوع کیا ہے؟|مفلسی اور غربت کی ہولناکی|موسمِ بہار کی تعریف|محبوب کے حسن کا بیان|درباری سیاست|مفلسی اور غربت کی ہولناکی|MIC-4_U2_T2.1.1|30
2|غزل کے مصرع "مفلسی سب بہار کھوتی ہے" میں لفظ "بہار" کس بات کی علامت ہے؟|زندگی کا حسن، رونق اور شادابی|صرف ایک موسم|پھولوں کی کثرت|باغ کی سیر|زندگی کا حسن، رونق اور شادابی|MIC-4_U2_T2.1.1|30
3|ولی دکنی کے مطابق مفلسی انسان کی کس چیز کو سب سے زیادہ متاثر کرتی ہے؟|انسان کی عزت، اعتبار اور قدر و قیمت|انسان کے قد و قامت|انسان کی بینائی|انسان کے نام کو|انسان کی عزت، اعتبار اور قدر و قیمت|MIC-4_U2_T2.1.1|30
4|ولی دکنی کی اس غزل میں مفلسی کے اثرات کو کس انداز میں پیش کیا گیا ہے؟|واقعیت پسندی اور سچائی کے ساتھ|صرف مزاحیہ انداز میں|خیالی اور غیر حقیقی انداز میں|صرف فلسفیانہ انداز میں|واقعیت پسندی اور سچائی کے ساتھ|MIC-4_U2_T2.1.1|30
5|غزل "مفلسی سب بہار کھوتی ہے" کی ردیف کیا ہے؟|کھوتی ہے|بہار|مفلسی|ہے|کھوتی ہے|MIC-4_U2_T2.1.1|30
6|غزل "مفلسی سب بہار کھوتی ہے" کا مطلع کس شاعر سے منسوب ہے؟|ولی دکنی|میر تقی میر|خواجہ میر درد|مرزا غالب|ولی دکنی|MIC-4_U2_T2.1.1|30
7|مفلسی انسان کے کون سے روپ کو لوگوں کے سامنے بے توقیر کر دیتی ہے؟|انسان کے کمال، ہنر اور صلاحیت کو|انسان کے لباس کو|انسان کے خاندان کو|انسان کی عمر کو|انسان کے کمال، ہنر اور صلاحیت کو|MIC-4_U2_T2.1.1|30
8|ولی دکنی نے مفلسی کو انسان کے لیے کیا قرار دیا ہے؟|ایک زبردست عذاب اور بلا|ایک نعمت|ایک کھیل|ایک اتفاق|ایک زبردست عذاب اور بلا|MIC-4_U2_T2.1.1|30
9|غزل کے مطابق جب انسان مفلس ہو جاتا ہے تو دوستوں کا رویہ کیسا ہو جاتا ہے؟|دوست اور عزیز بھی منہ پھیر لیتے ہیں|دوست مزید قریب ہو جاتے ہیں|دوست مال و دولت دیتے ہیں|دوست تعریف کرتے ہیں|دوست اور عزیز بھی منہ پھیر لیتے ہیں|MIC-4_U2_T2.1.1|30
10|ولی دکنی کی یہ غزل کس بحر اور اسلوب میں کہی گئی ہے؟|سادہ، سلیس اور ترنم ریز بحر|انتہائی بوجھل فارسی بحر|عربی کی طویل بحر|صرف ہندی چھند|سادہ، سلیس اور ترنم ریز بحر|MIC-4_U2_T2.1.1|30
