id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the epic poem Paradise Lost?|John Dryden|John Milton|Alexander Pope|William Shakespeare|John Milton|MJC-7_U1_T1.1|30
2|How many total books are there in the final revised edition of Paradise Lost?|Ten|Twelve|Fourteen|Six|Twelve|MJC-7_U1_T1.1|30
3|In what year was the first edition (ten-book version) of Paradise Lost published?|1667|1674|1660|1658|1667|MJC-7_U1_T1.1|30
4|Which poetic form is used by John Milton in Paradise Lost?|Heroic Couplet|Blank Verse|Free Verse|Spenserian Stanza|Blank Verse|MJC-7_U1_T1.1|30
5|What stated goal does Milton announce in Book 1 for writing Paradise Lost?|To glorify human wisdom|To justify the ways of God to men|To criticize the monarchy|To praise the fallen angels|To justify the ways of God to men|MJC-7_U1_T1.1|30
6|Who is the heavenly muse invoked by Milton in the opening lines of Book 1?|Calliope|Urania|Clio|Erato|Urania|MJC-7_U1_T1.1|30
7|On top of which sacred mountain does Milton say the heavenly muse inspired Moses?|Mount Olympus|Mount Sinai (or Oreb)|Mount Parnassus|Mount Zion|Mount Sinai (or Oreb)|MJC-7_U1_T1.1|30
8|Where does the action of Book 1 begin after the invocation?|In the Garden of Eden|In Heaven|In Hell (the fiery gulf)|On Earth|In Hell (the fiery gulf)|MJC-7_U1_T1.1|30
9|How long were Satan and his rebel angels falling through Chaos before reaching Hell?|Three days|Seven days|Nine days|Forty days|Nine days|MJC-7_U1_T1.1|30
10|Who is Satan's second-in-command and closest companion in Hell?|Mammon|Beelzebub|Moloch|Belial|Beelzebub|MJC-7_U1_T1.1|30
11|What name does Satan give to the newly created palace built in Hell?|Pandemonium|El Dorado|Utopia|Elysium|Pandemonium|MJC-7_U1_T1.1|30
12|Which architect among the fallen angels designed and built Pandemonium?|Mulciber|Mammon|Moloch|Chemosh|Mulciber|MJC-7_U1_T1.1|30
13|Which fallen angel is described as the architect of wealth and obsessed with gold?|Belial|Mammon|Beelzebub|Thammuz|Mammon|MJC-7_U1_T1.1|30
14|Which fiercest spirit among the fallen angels advocates for open and direct war with God?|Belial|Moloch|Mammon|Beelzebub|Moloch|MJC-7_U1_T1.1|30
