id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the holy sonnet Death Be Not Proud?|John Milton|John Donne|Ben Jonson|George Herbert|John Donne|MJC-7_U2_T2.4|30
2|Which collection of poems includes Death Be Not Proud?|Songs and Sonnetts|Holy Sonnets|The Temple|Paradise Lost|Holy Sonnets|MJC-7_U2_T2.4|30
3|In what year was Death Be Not Proud first published posthumously?|1611|1633|1667|1609|1633|MJC-7_U2_T2.4|30
4|What specific poetic form is Death Be Not Proud?|Shakespearean Sonnet|Petrarchan (Italian) Sonnet|Spenserian Sonnet|Miltonic Sonnet|Petrarchan (Italian) Sonnet|MJC-7_U2_T2.4|30
5|How many lines are there in the sonnet Death Be Not Proud?|12|14|16|10|14|MJC-7_U2_T2.4|30
6|Which Holy Sonnet number is Death Be Not Proud commonly recognized as in Donne's collection?|Holy Sonnet 1|Holy Sonnet 10|Holy Sonnet 14|Holy Sonnet 19|Holy Sonnet 10|MJC-7_U2_T2.4|30
7|How does the speaker personify Death in the opening line?|As a mighty king|As proud and arrogant|As a gentle friend|As a dark shadow|As proud and arrogant|MJC-7_U2_T2.4|30
8|Why does the speaker tell Death not to be proud?|Because Death is rich|Though some have called thee Mighty and dreadful, for thou art not so|Because Death is old|Because Death has no power over animals|Though some have called thee Mighty and dreadful, for thou art not so|MJC-7_U2_T2.4|30
9|What false belief do some people hold about Death according to line 2?|That Death is weak|That Death is Mighty and dreadful|That Death is beautiful|That Death is a myth|That Death is Mighty and dreadful|MJC-7_U2_T2.4|30
10|What does the speaker state about those whom Death thinks it overthrow?|They die immediately|Die not, poor Death, nor yet canst thou kill me|They go to Hell|They forget everything|Die not, poor Death, nor yet canst thou kill me|MJC-7_U2_T2.4|30
11|What emotion does the speaker express toward Death when calling it poor Death?|Fear|Sympathy combined with condescending pity|Respect|Anger|Sympathy combined with condescending pity|MJC-7_U2_T2.4|30
12|To what two peaceful human activities does the speaker compare Death in line 5?|Rest and sleep|Eating and drinking|Walking and dreaming|Singing and dancing|Rest and sleep|MJC-7_U2_T2.4|30
13|If rest and sleep are pictures of Death, what must flow from Death itself according to line 6?|Great pain|Much more pleasure|Darkness|Fear|Much more pleasure|MJC-7_U2_T2.4|30
14|Who go soonest with Death according to line 7?|Evil men|Our best men|Kings and rulers|Young children|Our best men|MJC-7_U2_T2.4|30
15|What two things do the best men receive when they go with Death?|Rest of their bones, and soul's delivery|Gold and glory|Wisdom and power|Eternal fame and honor|Rest of their bones, and soul's delivery|MJC-7_U2_T2.4|30
16|To which four low entities is Death described as a slave in line 9?|Fate, Chance, kings, and desperate men|Sickness, War, Poverty, and Time|Devils, Angels, Sin, and Fear|Monarchs, Slaves, Priests, and Beggars|Fate, Chance, kings, and desperate men|MJC-7_U2_T2.4|30
17|Where does Death dwell according to line 10?|In dark castles|With poison, war, and sickness|In deep ocean caves|Underground|With poison, war, and sickness|MJC-7_U2_T2.4|30
18|What substances or means can make us sleep as well as or better than Death's stroke?|Poppy or charms|Wine and bread|Music and poetry|Fresh air and water|Poppy or charms|MJC-7_U2_T2.4|30
19|Why does the speaker mock Death's ability to make people sleep?|Because poppy and charms can make us sleep better and ease the mind|Because sleeping is painful|Because no one likes sleeping|Because sleep lasts only an hour|Because poppy and charms can make us sleep better and ease the mind|MJC-7_U2_T2.4|30
20|Why does the speaker ask Why swell'st thou then?|To ask why Death grows angry|To ask why Death is so full of pride and arrogance|To ask why Death travels so much|To ask why Death looks large|To ask why Death is so full of pride and arrogance|MJC-7_U2_T2.4|30
21|What duration of time does death actually last according to line 13?|One short sleep past|A thousand years|An eternity|A few days|One short sleep past|MJC-7_U2_T2.4|30
22|What happens after one short sleep past in the final lines?|We sleep forever|We wake eternally|We turn into dust|We wander as ghosts|We wake eternally|MJC-7_U2_T2.4|30
23|What is the ultimate fate of Death in the final line of the sonnet?|Death shall rule forever|Death, thou shalt die|Death becomes an angel|Death vanishes into water|Death, thou shalt die|MJC-7_U2_T2.4|30
24|What central Christian doctrine gives the speaker confidence that Death will die?|The Resurrection and eternal life|Original Sin|Predestination|The Creation|The Resurrection and eternal life|MJC-7_U2_T2.4|30
25|What literary figure of speech is used when addressing Death directly throughout the poem?|Apostrophe|Simile|Onomatopoeia|Hyperbole|Apostrophe|MJC-7_U2_T2.4|30
26|What paradox is expressed in the final phrase Death, thou shalt die?|Death is immortal|Death itself will be defeated and cease to exist through eternal life|Living people are already dead|Dying is pleasurable|Death itself will be defeated and cease to exist through eternal life|MJC-7_U2_T2.4|30
27|What is the rhyme scheme of the octave (first 8 lines) in Death Be Not Proud?|ABBA ABBA|ABAB CDCD|AABB CCDD|ABBA CDDC|ABBA ABBA|MJC-7_U2_T2.4|30
28|What is the primary rhyme scheme of the sestet (final 6 lines) in this sonnet?|CDCDCD|CDDCEE|CDECDE|EFFEGG|CDDCEE|MJC-7_U2_T2.4|30
29|What metrical structure is primarily used in Death Be Not Proud?|Iambic Pentameter|Trochaic Tetrameter|Anapestic Trimeter|Free Verse|Iambic Pentameter|MJC-7_U2_T2.4|30
30|How does John Donne lower the stature and power of Death in the poem?|By calling it a slave to earthly causes and comparing it to minor sleep|By declaring it non-existent|By fighting it physically|By praising its mercy|By calling it a slave to earthly causes and comparing it to minor sleep|MJC-7_U2_T2.4|30
31|What role do kings and desperate men play in relation to Death?|They are Death's masters who command when death occurs|They are afraid of Death|They worship Death|They protect people from Death|They are Death's masters who command when death occurs|MJC-7_U2_T2.4|30
32|What does the phrase soul's delivery mean in line 8?|The soul being destroyed|The liberation and release of the soul into eternal life|The soul returning to earth|The soul going to sleep|The liberation and release of the soul into eternal life|MJC-7_U2_T2.4|30
33|Which theological movement influenced John Donne's religious poetry?|Christian Metaphysical tradition|Puritan Radicalism|Deism|Atheism|Christian Metaphysical tradition|MJC-7_U2_T2.4|30
34|What tone defines the speaker's voice throughout Death Be Not Proud?|Defiant, confident, and triumphant|Fearful and trembling|Mournful and hopeless|Indifferent and bored|Defiant, confident, and triumphant|MJC-7_U2_T2.4|30
35|Which line contains an example of alliteration in the poem?|And dost with poison, war, and sickness dwell|Much pleasure; then from thee much more must flow|One short sleep past, we wake eternally|All of the above|All of the above|MJC-7_U2_T2.4|30
36|In calling Death a slave to fate and chance, what does Donne imply about Death's autonomy?|Death has total freedom|Death has no independent willpower or control of its own|Death is a god|Death acts randomly|Death has no independent willpower or control of its own|MJC-7_U2_T2.4|30
37|What does swell'st mean in line 12 (Why swell'st thou then?)?|Swelling with pride and vanity|Swelling with physical illness|Growing larger in size|Becoming angry|Swelling with pride and vanity|MJC-7_U2_T2.4|30
38|What Biblical passage idea is echoed in the line Death, thou shalt die?|1 Corinthians 15:55 (O death, where is thy sting?)|Genesis creation|The Ten Commandments|Noah's Ark|1 Corinthians 15:55 (O death, where is thy sting?)|MJC-7_U2_T2.4|30
39|In what way is Death merely a transitional state rather than a final end?|It is just a short sleep before eternal awakening|It is a dream that repeats|It is a physical illness that cures itself|It turns humans into animals|It is just a short sleep before eternal awakening|MJC-7_U2_T2.4|30
40|How does the octave structure function in relation to the sestet in this sonnet?|The octave argues that Death is not fearful, and the sestet explains why Death is helpless and mortal|The octave praises Death, and the sestet curses it|The octave describes life, and the sestet describes Hell|The octave asks questions, and the sestet gives earthly advice|The octave argues that Death is not fearful, and the sestet explains why Death is helpless and mortal|MJC-7_U2_T2.4|30
41|What contrast is set up between poppy/charms and Death's stroke?|Poppy and charms produce better sleep than Death's stroke without the pride|Poppy is poisonous while Death is healthy|Death's stroke is gentle while poppy is painful|They are identical in every way|Poppy and charms produce better sleep than Death's stroke without the pride|MJC-7_U2_T2.4|30
42|Why does the poet describe Death's companions as poison, war, and sickness?|To show Death's low, unpleasant, and despicable social standing|To show that Death is wealthy|To prove Death is a soldier|To explain medical science|To show Death's low, unpleasant, and despicable social standing|MJC-7_U2_T2.4|30
