id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the Jacobean tragedy play Women Beware Women?|William Shakespeare|Ben Jonson|Thomas Middleton|John Webster|Thomas Middleton|MJC-7_U4_T4.1|30
2|In which year was Women Beware Women first published posthumously?|1612|1621|1657|1667|1657|MJC-7_U4_T4.1|30
3|In which Italian city-state is the play Women Beware Women set?|Venice|Florence|Rome|Naples|Florence|MJC-7_U4_T4.1|30
4|What is Bianca's social background at the beginning of the play?|A poor Florentine peasant|A wealthy, high-born Venetian lady|A servant in the Duke's palace|A street performer|A wealthy, high-born Venetian lady|MJC-7_U4_T4.1|30
5|Who does Bianca secretly elope with in Florence?|Leantino|The Duke of Florence|Guardiano|Livia|Leantino|MJC-7_U4_T4.1|30
6|What is Leantino's economic and social status?|A rich noble prince|A poor factor or commercial clerk|A military captain|A wealthy merchant|A poor factor or commercial clerk|MJC-7_U4_T4.1|30
7|How does Leantino's mother react when he brings Bianca to her humble home?|She rejects Bianca|She worries that Bianca's beauty and high upbringing will not suit their poverty|She turns them over to the police|She forces them to leave Florence|She worries that Bianca's beauty and high upbringing will not suit their poverty|MJC-7_U4_T4.1|30
8|Where does Bianca first see the Duke of Florence?|At a church mass|From the window during a royal procession|In a market square|At Livia's banquet|From the window during a royal procession|MJC-7_U4_T4.1|30
9|Which manipulative widow acts as the chief procurer and matchmaker in the play?|Bianca|Livia|Isabella|Mother|Livia|MJC-7_U4_T4.1|30
10|Who is Guardiano in relation to the main plot?|The Duke's brother|Isabella's uncle and the pander who helps trick Bianca|Leantino's father|A Florentine judge|Isabella's uncle and the pander who helps trick Bianca|MJC-7_U4_T4.1|30
11|What famous allegory game is played on stage while Bianca is seduced by the Duke upstairs?|A game of cards|A game of chess|A game of dice|A game of billiards|A game of chess|MJC-7_U4_T4.1|30
12|Which two characters play the game of chess on stage in Act 2, Scene 2?|The Duke and Bianca|Livia and Leantino's Mother|Isabella and Hippolito|Guardiano and Sordido|Livia and Leantino's Mother|MJC-7_U4_T4.1|30
13|What does the game of chess symbolize during Bianca's seduction?|Political war|Strategic manipulation, social deception, and lost innocence|Pure sportsmanship|Financial investment|Strategic manipulation, social deception, and lost innocence|MJC-7_U4_T4.1|30
14|What incestuous relationship forms the primary secondary plot of the play?|Between Leantino and his mother|Between Hippolito and his niece Isabella|Between the Duke and Livia|Between Guardiano and Bianca|Between Hippolito and his niece Isabella|MJC-7_U4_T4.1|30
15|Who is Isabella's uncle who harbors a passionate sexual desire for her?|Guardiano|Hippolito|Fabricio|Ward|Hippolito|MJC-7_U4_T4.1|30
16|Who is Isabella's father who seeks to marry her off for money?|Hippolito|Fabricio|Guardiano|Lord Cardinal|Fabricio|MJC-7_U4_T4.1|30
17|Which foolish, wealthy, and incompetent suitor is arranged by Fabricio to marry Isabella?|The Ward|Sordido|Leantino|Guardiano|The Ward|MJC-7_U4_T4.1|30
18|Who is the comic servant companion of the Ward?|Guardiano|Sordido|Hippolito|Fabricio|Sordido|MJC-7_U4_T4.1|30
19|How does Livia persuade Isabella to yield to Hippolito's advances?|She threatens her with death|She lies that Isabella is not really Fabricio's daughter and thus not Hippolito's blood relative|She bribed her with gold|She uses a love potion|She lies that Isabella is not really Fabricio's daughter and thus not Hippolito's blood relative|MJC-7_U4_T4.1|30
20|Why does Isabella agree to marry the foolish Ward after yielding to Hippolito?|Because she loves the Ward|To cover up her secret incestuous affair with her uncle Hippolito|Because her father forced her at gunpoint|To gain a royal title|To cover up her secret incestuous affair with her uncle Hippolito|MJC-7_U4_T4.1|30
21|How does Bianca's character change after being seduced by the Duke?|She becomes deeply religious|She becomes cynical, proud, materialist, and demanding|She runs away back to Venice|She commits suicide immediately|She becomes cynical, proud, materialist, and demanding|MJC-7_U4_T4.1|30
22|What position or incentive does the Duke offer Leantino to appease him for taking Bianca?|A royal title|A appointment as Captain of the Castle of Cotrone|Gold coins|A house in Venice|A appointment as Captain of the Castle of Cotrone|MJC-7_U4_T4.1|30
23|Who falls in love with Leantino after he is abandoned by Bianca?|Isabella|Livia|Mother|Sordido|Livia|MJC-7_U4_T4.1|30
24|Why is Hippolito enraged when he discovers Leantino's affair with Livia?|Because Leantino is poor and of low birth|Because Leantino killed his friend|Because he wanted Livia for himself|Because Leantino stole money|Because Leantino is poor and of low birth|MJC-7_U4_T4.1|30
25|Who challenges and kills Leantino in a duel?|The Duke|Hippolito|The Ward|Guardiano|Hippolito|MJC-7_U4_T4.1|30
26|Who incites Hippolito to kill Leantino?|Bianca and the Duke|Fabricio|The Ward|Lord Cardinal|Bianca and the Duke|MJC-7_U4_T4.1|30
