id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the poem The Good Morrow?|John Milton|John Donne|Ben Jonson|Andrew Marvell|John Donne|MJC-7_U2_T2.2|30
2|In which collection was The Good Morrow published posthumously in 1633?|Songs and Sonnetts|Holy Sonnets|The Temple|Devotions|Songs and Sonnetts|MJC-7_U2_T2.2|30
3|To which literary movement of poets does John Donne belong?|Romantic Poets|Metaphysical Poets|Lake Poets|Cavalier Poets|Metaphysical Poets|MJC-7_U2_T2.2|30
4|What does the title The Good Morrow signify?|A farewell at night|A good morning to love and a new awakening|A religious prayer|A grief-stricken complaint|A good morning to love and a new awakening|MJC-7_U2_T2.2|30
5|What does the speaker wonder about what he and his lover did before they fell in love?|If they were rich|I wonder, by my troth, what thou and I / Did, till we loved?|Where they traveled|How many books they read|I wonder, by my troth, what thou and I / Did, till we loved?|MJC-7_U2_T2.2|30
6|To what state of existence does the speaker compare their life before loving each other?|Living in a palace|Were we not weaned till then? But sucked on country pleasures|Traveling in foreign lands|Fighting in a war|Were we not weaned till then? But sucked on country pleasures|MJC-7_U2_T2.2|30
7|Which legendary sleeping cave is referenced in the first stanza of The Good Morrow?|The Cave of Adullam|The Seven Sleepers' den|The Cave of Hira|The Cave of Trophonius|The Seven Sleepers' den|MJC-7_U2_T2.2|30
8|What were the lovers doing in the Seven Sleepers' den metaphorically?|Snoring and sleeping away years before true awakening|Hiding from enemies|Searching for treasure|Praying for salvation|Snoring and sleeping away years before true awakening|MJC-7_U2_T2.2|30
9|What does the speaker say about all pleasures experienced before meeting his beloved?|They were sacred|If ever any beauty I did see... 'twas but a dream of thee|They were sinful|They were unforgettable|If ever any beauty I did see... 'twas but a dream of thee|MJC-7_U2_T2.2|30
10|What phrase welcomes the awakening of their true souls in Stanza 2?|And now good-morrow to our waking souls|Good night to yesterday|Welcome to the morning sun|Awake, my heart|And now good-morrow to our waking souls|MJC-7_U2_T2.2|30
11|Why do the lovers' waking souls not watch each other out of fear?|Because they are blind|Which watch not one another out of fear; For love, all love of other sights controls|Because they are shy|Because it is dark|Which watch not one another out of fear; For love, all love of other sights controls|MJC-7_U2_T2.2|30
12|What transformation does love perform on a small room in Stanza 2?|Makes it a prison|And makes one little room an everywhere|Turns it into a kingdom|Makes it dark|And makes one little room an everywhere|MJC-7_U2_T2.2|30
