id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the Jacobean comedy play The Alchemist?|William Shakespeare|Ben Jonson|Thomas Middleton|John Webster|Ben Jonson|MJC-7_U3_T3.1|30
2|In which year was The Alchemist first performed on stage?|1603|1610|1616|1623|1610|MJC-7_U3_T3.1|30
3|In which city is the action of The Alchemist set?|Venice|London|Oxford|Florence|London|MJC-7_U3_T3.1|30
4|Which specific area of London serves as the primary setting of the play?|Blackfriars|Cheapside|Fleet Street|Covent Garden|Blackfriars|MJC-7_U3_T3.1|30
5|Why did Lovewit leave his London house in the care of his butler?|To go on a pilgrimage|Due to an outbreak of the plague in London|To fight in a war|To conduct business in France|Due to an outbreak of the plague in London|MJC-7_U3_T3.1|30
6|What is the real name of the butler left in charge of Lovewit's house?|Face|Jeremy|Subtle|Pertinax|Jeremy|MJC-7_U3_T3.1|30
7|What alias does Jeremy the butler assume when tricking victims?|Subtle|Face|Dol Common|Surly|Face|MJC-7_U3_T3.1|30
8|What alias does Face use when acting as a captain or pimp?|Captain Face|Dr. Subtle|Abel Drugger|Lovewit|Captain Face|MJC-7_U3_T3.1|30
9|Who is the fake alchemist and con artist working with Jeremy?|Subtle|Lungs|Mammon|Ananias|Subtle|MJC-7_U3_T3.1|30
10|Who is the female member of the trio of con artists?|Dame Pliant|Dol Common|Kastril|Widow Purecraft|Dol Common|MJC-7_U3_T3.1|30
11|What fake persona does Dol Common adopt to fool Sir Epicure Mammon?|The Queen of Fairy|An aristocratic lady lost in madness|A wealthy widow|A Spanish noblewoman|An aristocratic lady lost in madness|MJC-7_U3_T3.1|30
12|What legendary object does Subtle promise to create for Sir Epicure Mammon?|The Holy Grail|The Philosopher's Stone|An elixir of youth|A magic ring|The Philosopher's Stone|MJC-7_U3_T3.1|30
13|Who is the greedy, knightly victim obsessed with material wealth and luxury?|Sir Epicure Mammon|Pertinax Surly|Lovewit|Dapper|Sir Epicure Mammon|MJC-7_U3_T3.1|30
14|What occupation does Dapper hold before seeking the con artists' help?|A lawyer's clerk|A tobacconist|A shopkeeper|A physician|A lawyer's clerk|MJC-7_U3_T3.1|30
15|What does Dapper want Subtle and Face to give him?|The Philosopher's Stone|A familiar spirit to help him win at gambling|A potion to cure illness|A wealthy bride|A familiar spirit to help him win at gambling|MJC-7_U3_T3.1|30
16|What is the profession of Abel Drugger?|A clerk|A tobacconist|A tailor|A blacksmith|A tobacconist|MJC-7_U3_T3.1|30
17|What does Abel Drugger ask Subtle to design for his shop?|A lucky shop sign and layout based on astrology|A chemical potion|A weapon|A new building plan|A lucky shop sign and layout based on astrology|MJC-7_U3_T3.1|30
18|Which character is a cynical skeptic who refuses to believe in Subtle's alchemy?|Sir Epicure Mammon|Pertinax Surly|Abel Drugger|Ananias|Pertinax Surly|MJC-7_U3_T3.1|30
19|What disguise does Pertinax Surly adopt to expose the fraudsters?|A Spanish Don|A Puritan priest|A French merchant|A doctor|A Spanish Don|MJC-7_U3_T3.1|30
20|Which religious group is heavily satirized through the characters Tribulation Wholesome and Ananias?|Catholics|Puritans|Anglicans|Quakers|Puritans|MJC-7_U3_T3.1|30
21|Where are the Puritans Tribulation Wholesome and Ananias from?|Amsterdam|London|Geneva|Edinburgh|Amsterdam|MJC-7_U3_T3.1|30
22|Why do the Puritans seek the services of Subtle the Alchemist?|To cure the sick|To turn pewter metal into gold for their religious cause|To defeat the king|To build a church|To turn pewter metal into gold for their religious cause|MJC-7_U3_T3.1|30
23|What is the name of the rich, young, angry brother who comes to London to learn how to duel?|Dapper|Kastril|Drugger|Surly|Kastril|MJC-7_U3_T3.1|30
24|Who is Kastril's wealthy, widowed sister?|Dol Common|Dame Pliant|Widow Purecraft|Lady Mammon|Dame Pliant|MJC-7_U3_T3.1|30
25|Why do both Face and Subtle plot against each other regarding Dame Pliant?|Because they both want to marry her for her wealth|Because she knows their secret|Because she is a spy|Because she stole their gold|Because they both want to marry her for her wealth|MJC-7_U3_T3.1|30
26|Where is Dapper locked up with a gingerbread gag in his mouth when Lovewit returns?|In the cellar|In the privy (toilet)|In the attic|In a closet|In the privy (toilet)|MJC-7_U3_T3.1|30
27|Who is Dapper tricked into believing is his aunt?|The Queen of Fairy|A royal princess|Dol Common|Dame Pliant|The Queen of Fairy|MJC-7_U3_T3.1|30
28|What event ruins Sir Epicure Mammon's hope of getting the Philosopher's Stone?|An explosion in the laboratory caused by his unchastity|Subtle losing the key|The police raiding the house|Surly stealing the chemicals|An explosion in the laboratory caused by his unchastity|MJC-7_U3_T3.1|30
