id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|Who wrote the poem A Hymn to God the Father?|John Milton|John Donne|Ben Jonson|George Herbert|John Donne|MJC-7_U2_T2.3|30
2|What primary theme does John Donne explore in A Hymn to God the Father?|Romantic love|Divine forgiveness and fear of sin|Military victory|Nature appreciation|Divine forgiveness and fear of sin|MJC-7_U2_T2.3|30
3|In what period of John Donne's life was A Hymn to God the Father composed?|His early youth|During his severe illness in 1623 as Anglican priest|While serving in Parliament|During his travels in Italy|During his severe illness in 1623 as Anglican priest|MJC-7_U2_T2.3|30
4|What is the opening question posed to God in Stanza 1?|Wilt thou forgive that sin where I begun?|Why hast thou forsaken me?|Where shall I go?|When will my suffering end?|Wilt thou forgive that sin where I begun?|MJC-7_U2_T2.3|30
5|What does the phrase that sin where I begun refer to in Stanza 1?|Original Sin inherited from Adam|A childhood theft|A secret lie|Neglecting prayer|Original Sin inherited from Adam|MJC-7_U2_T2.3|30
6|Even though God forgave original sin, why is the speaker still accountable?|Because he continues to commit those sins|Because he forgot to pay tithes|Because he never repented|Because he left the church|Because he continues to commit those sins|MJC-7_U2_T2.3|30
7|What famous pun on John Donne's surname is repeated at the end of Stanzas 1 and 2?|When thou hast done, thou hast not done|Donne is dead|Donne's divine grace|The work is done|When thou hast done, thou hast not done|MJC-7_U2_T2.3|30
8|What pun on the speaker's wife's maiden name (Anne More) is implied in the refrain?|For I have more|No more fear|More and more|Faithful More|For I have more|MJC-7_U2_T2.3|30
9|What second type of sin does Donne confess in Stanza 2?|Sins by which I have won others to sin|Physical illness|Financial greed|Stealing books|Sins by which I have won others to sin|MJC-7_U2_T2.3|30
10|In Stanza 2, how does Donne describe leading others into sin?|Making his sin their door|Forcing them by law|Buying their favor|Writing corrupt books|Making his sin their door|MJC-7_U2_T2.3|30
11|What sin does Donne express in Stanza 3 that he fears most at his deathbed?|Sin of fear that I shall perish on the shore|Sin of murder|Sin of pride|Sin of envy|Sin of fear that I shall perish on the shore|MJC-7_U2_T2.3|30
12|What metaphor does Donne use for dying in Stanza 3?|Perishing on the shore|Sailing across the sea|Climbing a high mountain|Walking into a dark cave|Perishing on the shore|MJC-7_U2_T2.3|30
13|Whom does Donne ask God to swear by at the end of Stanza 3?|By Himself (God)|By the angels|By the saints|By the church|By Himself (God)|MJC-7_U2_T2.3|30
14|What celestial body is invoked as a symbol of Christ in Stanza 3?|The Sun (Son of God)|The Moon|The Morning Star|The Comet|The Sun (Son of God)|MJC-7_U2_T2.3|30
15|What promise regarding the Sun/Son reassures Donne at the poem's conclusion?|That His Son shall shine as He shines now and heretofore|That the sun will never set|That the stars will fall|That darkness will reign|That His Son shall shine as He shines now and heretofore|MJC-7_U2_T2.3|30
16|How does the refrain change in the final line of the poem?|I have no more; I fear no more|Thou hast done|Done is finished|No more sin|I have no more; I fear no more|MJC-7_U2_T2.3|30
17|How many stanzas make up A Hymn to God the Father?|Two|Three|Four|Five|Three|MJC-7_U2_T2.3|30
18|How many lines are in each stanza of A Hymn to God the Father?|Four|Six|Eight|Ten|Six|MJC-7_U2_T2.3|30
19|What is the rhyme scheme of each six-line stanza in the poem?|ABABAB|AABBCC|ABABCC|ABBAAB|ABABCC|MJC-7_U2_T2.3|30
20|What poetic form is A Hymn to God the Father?|Sonnet|Religious Hymn / Lyric|Epic|Ballad|Religious Hymn / Lyric|MJC-7_U2_T2.3|30
21|What tone characterizes the first two stanzas of the poem?|Anxious, contrite, and penitent|Joyful and careless|Angry and rebellious|Prideful and boastful|Anxious, contrite, and penitent|MJC-7_U2_T2.3|30
22|What tone dominates the resolution of the final stanza?|Peaceful assurance and spiritual confidence|Despair and hopelessness|Bitter regret|Indifference|Peaceful assurance and spiritual confidence|MJC-7_U2_T2.3|30
23|Which literary device is central to the line When thou hast done, thou hast not done?|Pun / Wordplay|Onomatopoeia|Simile|Hyperbole|Pun / Wordplay|MJC-7_U2_T2.3|30
24|What dual meaning does the word Sun carry in the final stanza?|The physical star and Jesus Christ (Son of God)|Daylight and summer|Light and heat|Life and death|The physical star and Jesus Christ (Son of God)|MJC-7_U2_T2.3|30
25|In Stanza 1, how long did the speaker wallow in sin after committing it?|A year or two|Through a hundred years|A single day|A few minutes|Through a hundred years|MJC-7_U2_T2.3|30
26|What does wallowed mean in the context of Stanza 1?|Lingered or indulged continuously|Fought against|Regretted deeply|Forgot completely|Lingered or indulged continuously|MJC-7_U2_T2.3|30
27|Which sacrament or religious act is implied through the speaker's prayers in the poem?|Confession and repentance|Baptism|Matrimony|Confirmation|Confession and repentance|MJC-7_U2_T2.3|30
28|What was John Donne's official position in the Church of England when writing his later divine poems?|Dean of St. Paul's Cathedral|Bishop of London|Archbishop of Canterbury|Parish Priest|Dean of St. Paul's Cathedral|MJC-7_U2_T2.3|30
29|Which major prose work was written by Donne around the same time during his severe illness in 1623?|Devotions upon Emergent Occasions|Biathanatos|Anatomy of the World|The Progress of the Soul|Devotions upon Emergent Occasions|MJC-7_U2_T2.3|30
30|What shift occurs in the refrain at the end of Stanza 3?|From uncertainty (thou hast not done) to salvation (I have no more)|From joy to sadness|From prayer to silence|From praise to complaint|From uncertainty (thou hast not done) to salvation (I have no more)|MJC-7_U2_T2.3|30
31|What is the primary meter of the poem's lines?|Iambic Pentameter and Iambic Trimeter/Tetrameter|Trochaic Octameter|Anapestic Tetrameter|Free Verse|Iambic Pentameter and Iambic Trimeter/Tetrameter|MJC-7_U2_T2.3|30
32|In Stanza 2, what did the speaker do after avoiding a sin for a year or two?|He wallowed in a score of other sins|He became a saint|He stopped sinning|He fled the country|He wallowed in a score of other sins|MJC-7_U2_T2.3|30
33|What does a score mean in a score of sins?|Twenty|Ten|A hundred|Fifty|Twenty|MJC-7_U2_T2.3|30
34|Why does Donne fear perishing on the shore in Stanza 3?|He fears dying without final salvation or faith|He fears drowning in the sea|He fears shipwrecks|He fears being stranded abroad|He fears dying without final salvation or faith|MJC-7_U2_T2.3|30
35|What action by God will satisfy the speaker's final fear?|Swearing that His Son will shine upon his soul at death|Giving him physical health|Granting him earthly wealth|Extending his physical life|Swearing that His Son will shine upon his soul at death|MJC-7_U2_T2.3|30
36|In A Hymn to God the Father, how is God portrayed?|As a merciful yet just judge capable of absolute forgiveness|As a distant, unconcerned deity|As a vengeful tyrant|As an abstract force of nature|As a merciful yet just judge capable of absolute forgiveness|MJC-7_U2_T2.3|30
37|Which aspect of Metaphysical poetry is evident in A Hymn to God the Father?|Ingenious puns, intellectual tension, and spiritual angst|Simple pastoral description|Romances of chivalry|Strict avoidance of personal emotion|Ingenious puns, intellectual tension, and spiritual angst|MJC-7_U2_T2.3|30
38|What type of relationship does Donne establish with God in this hymn?|An intimate, personal, and conversational dialogue|A cold, formal protocol|A distant philosophical debate|A silent meditation|An intimate, personal, and conversational dialogue|MJC-7_U2_T2.3|30
39|In Stanza 1, what does Donne ask God regarding the sin he still deplores?|Wilt thou forgive that sin, through which I run, And do run still|Wilt thou punish me|Wilt thou hide my sin|Wilt thou ignore my sin|Wilt thou forgive that sin, through which I run, And do run still|MJC-7_U2_T2.3|30
40|What does the word deplore mean in the context of the poem?|Deeply regret and lament|To enjoy secretly|To deny|To forget|Deeply regret and lament|MJC-7_U2_T2.3|30
41|How many main categories of sin does Donne confess across the stanzas?|Three (Original sin, leading others to sin, and fear/doubt)|One|Five|Ten|Three (Original sin, leading others to sin, and fear/doubt)|MJC-7_U2_T2.3|30
42|What does the refrain For I have more imply about human sinfulness?|Human sin is endless and continuous without divine grace|Man needs more money|Man wants more life|Man seeks more knowledge|Human sin is endless and continuous without divine grace|MJC-7_U2_T2.3|30
43|Which phrase in Stanza 3 refers to the moment of physical death?|When I have fulfilled my last thread|On the battlefield|At sunrise|In my sleep|When I have fulfilled my last thread|MJC-7_U2_T2.3|30
44|What classical mythological image is suggested by spun my last thread?|The Fates spinning the thread of life|The labyrinth of the Minotaur|Apollo's chariot|Mount Olympus|The Fates spinning the thread of life|MJC-7_U2_T2.3|30
45|In the line I have a sin of fear, what is the ultimate nature of this fear?|Lack of complete trust in God's mercy at death|Fear of physical pain|Fear of poverty|Fear of ghost spirits|Lack of complete trust in God's mercy at death|MJC-7_U2_T2.3|30
46|What guarantees the poet's peace of mind at the very end of the poem?|The eternal grace and redemptive light of Christ|His own good deeds|His status as Dean|His written poetry|The eternal grace and redemptive light of Christ|MJC-7_U2_T2.3|30
47|Which publication first contained A Hymn to God the Father posthumously in 1633?|Poems, by J.D.|Holy Sonnets|Paradise Lost|The Temple|Poems, by J.D.|MJC-7_U2_T2.3|30
48|How does the structure of each stanza reinforce the progression of Donne's thought?|Four lines state the sin, and two lines form the refrain of spiritual anxiety/resolution|Each line is a separate prayer|It alternates between Latin and English|It uses rhyming couplets throughout|Four lines state the sin, and two lines form the refrain of spiritual anxiety/resolution|MJC-7_U2_T2.3|30
49|What contrast exists between Donne's early love poetry and this divine hymn?|Early poetry focused on erotic love, while this hymn focuses on divine love and redemption|Early poetry was unrhymed|This hymn is written in prose|There is no difference in subject matter|Early poetry focused on erotic love, while this hymn focuses on divine love and redemption|MJC-7_U2_T2.3|30
50|What final declaration signifies the poet's complete release from spiritual anxiety?|I fear no more|I sin no more|I ask no more|I live no more|I fear no more|MJC-7_U2_T2.3|30
